source,author,title,description,content,url,published_at
Newsweekjapan.jp,ニューズウィーク日本版ウェブ編集部,【随時更新】トランプ2.0（6月2日の動き） [最新記事_2],＜2024年アメリカ合衆国大統領選挙で共和党のドナルド・トランプが当選、4年ぶりの返り咲きを決めた。新政権の顔ぶれや政策、関係各国の対応など、第2次トランプ政権をめぐる動きを随時更新する＞ トランプ氏、鉄鋼・アルミ関税50％に引き上げ表明　6月4日から 　トランプ米大統領は３０日、ペンシルバニア州ピ,"5064
/Leah Millis
...US
 /Leah Millis
100
 SODABOTTLE/WIKIMEDIA COMMONS
&gt;
...4
SDRAI
2.0
...
...
 /Carlos Barria
...
2.0
15
...
/Evelyn Hockstein
50
 /Ludovic Marin
2.0
 /Nath… [+2419 chars]",https://www.newsweekjapan.jp/stories/world/2025/06/553948.php,2025-06-01 22:56:00+00:00
Mother Jones,Julianne McShane,Elon Musk Sure Seems Happy to Be Fleeing DC,"Elon Musk is leaving DC not with a bang but a whimper…and, it appears, with some new enemies in the White House. In an interview that aired Sunday on CBS, days after he announced he was departing DOGE, Musk insisted he has never been in lockstep with the Trum…","In a recent interview with CBS, Elon Musk insisted he was never in lockstep with the Trump administration.Francis Chung/Pool/CNP/ZUMA
Get your news from a source thats not owned and controlled by ol… [+5537 chars]",https://www.motherjones.com/politics/2025/06/elon-musk-sure-seems-happy-to-be-fleeing-dc/,2025-06-01 21:09:07+00:00
Biztoc.com,zerohedge.com,Elon Musk: Bono Is A Retard,"Elon Musk: Bono Is A Retard
 
Authored by Steve Watson via Modernity.news,
Outgoing DOGE overseer Elon Musk has hit back at claims made by U2 singer Bono that 300,000 people have “already died” because of cuts made to USAID.
Appearing on Joe Rogan’s podcast, …","Elon Musk: Bono Is A Retard
Authored by Steve Watson via Modernity.news,Outgoing DOGE overseer Elon Musk has hit back at claims made by U2 singer Bono that 300,000 people have already died because o… [+138 chars]",https://biztoc.com/x/39f759d5d2a83d23,2025-06-01 21:02:50+00:00
Freerepublic.com,csis,Reconciliation at Risk: 50 Years After the Vietnam War,"April 30 marked 50 years since the fall of Saigon and the end of the Vietnam war. Vietnam’s closest partners, including China, Cambodia, and Laos, sent representatives to the commemorations held in Ho Chi Minh City, formerly Saigon. Notably missing from the m…","Skip to comments.
Reconciliation at Risk: 50 Years After the Vietnam War
csis ^
 | May 30
 | Blog Post by Lauren Mai
Posted on 06/01/2025 2:00:42 PM PDT by RandFan
April 30 marked 50 years sinc… [+7416 chars]",https://freerepublic.com/focus/f-chat/4320395/posts,2025-06-01 21:00:42+00:00
InfoMoney,Agência O Globo,EUA: Grávida mantida viva por lei antiaborto gera debate sobre limites éticos,"Após morte cerebral, Adriana Smith tem corpo mantido vivo sem aval da família para permitir o desenvolvimento do feto; caso expõe impacto de políticas conservadoras e deficiências no sistema médico americano 
The post EUA: Grávida mantida viva por lei antiabo…","Adriana Smith sentia fortes dores de cabeça quando decidiu procurar um hospital na Geórgia, nos Estados Unidos, há três meses. Grávida de nove semanas, ela foi medicada e, sem ser submetida a nenhum … [+7858 chars]",https://www.infomoney.com.br/saude/eua-gravida-mantida-viva-por-lei-antiaborto-gera-debate-sobre-limites-eticos/,2025-06-01 21:00:00+00:00
Huffingtonpost.es,Héctor Juanatey,"Elon Musk se va, pero las consecuencias de su corto legado son aún incalculables... Y no para bien","<![CDATA[<p>Dónde si no en X iba a anunciar Elon Musk que ponía fin a su etapa como empleado especial del Gobierno estadounidense. El magnate ha estado cuatro meses al frente del Departamento de Eficiencia Gubernamental (DOGE), y aunque no haya logrado todos …",Dónde si no en X iba a anunciar Elon Musk que ponía fin a su etapa como empleado especial del Gobierno estadounidense. El magnate ha estado cuatro meses al frente del Departamento de Eficiencia Guber… [+5618 chars],https://www.huffingtonpost.es/global/elon-musk-consecuencias-corto-legado-sonun-incalculables.html,2025-06-01 18:59:37+00:00
Moonbattery.com,Dave Blount,Profiles in Moonbattery: Bono,"Not everyone is delighted that the plug has been pulled on the looting spree known as USAID. The superannuated moonbat pop star Bono proclaims that 300,000 have died due to the interruption in the flow of our money into the pockets of Democrats and their fore…","Not everyone is delighted that the plug has been pulled on the looting spree known as USAID. The superannuated moonbat pop star Bono proclaims that 300,000 have died due to the interruption in the fl… [+1531 chars]",https://moonbattery.com/profiles-in-moonbattery-bono/,2025-06-01 15:48:08+00:00
Lavozdegalicia.es,IAGO GARCÍA,"Del «fantástico futuro juntos» al «francamente, me decepcionó»: la relación entre Elon Musk y Donald Trump a través de sus frases","El propietario de Tesla y X fue el gran apoyo en campaña del republicano, que le hizo un hueco en el ejecutivo al frente del departamento que llevaría la eficiencia a la administración estadounidense. Medio año después, los resultados son decepcionantes para …","¡Qué lástima, pero adiós! Me despido de ti y me voy. La frase no es de Elon Musk, está extraída de una conocida canción de la mexicana Julieta Venegas, pero define a la perfección el punto y final a … [+8258 chars]",https://www.lavozdegalicia.es/noticia/internacional/2025/06/01/fantastico-futuro-juntos-francamente-me-decepciono-relacion-elon-musk-donald-trump-traves-frases/00031748792357640670677.htm,2025-06-01 15:45:00+00:00
ABC News,Isabel Danzis,WFP's Cindy McCain: Gaza could be 'a humanitarian catastrophe ... like none other’,WFP's Cindy McCain: Gaza could be 'a humanitarian catastrophe ... like none other’go.com,"United Nations World Food Programme Executive Director Cindy McCain stressed the ""immediate"" need for aid and a ceasefire in Gaza.
""It's a tragedy. And what we need right now is an immediate ceasefi… [+3306 chars]",https://abcnews.go.com/Politics/wfps-cindy-mccain-gaza-humanitarian-catastrophe/story?id=122392707,2025-06-01 14:08:14+00:00
Freerepublic.com,Breitbart,"Joe Rogan, Musk Slam ‘Liar’ and ‘Idiot’ Bono over His Claim USAID Cuts Caused 300,000 Deaths","U2 frontman Bono claimed on “The Joe Rogan Experience” podcast the Trump administration’s disbandment of the U.S. Agency for International Development (USAID) was responsible for some 300,000 associated deaths. Host Rogan and Elon Musk were quick to disabuse …","Skip to comments.
Joe Rogan, Musk Slam Liar and Idiot Bono over His Claim USAID Cuts Caused 300,000 DeathsBreitbart ^
 | June 1st 2025
 | Simon Kent
Posted on 06/01/2025 6:32:26 AM PDT by Chicago… [+2291 chars]",https://freerepublic.com/focus/f-news/4320300/posts,2025-06-01 13:32:26+00:00
NPR,Viola Kosome,The women of No Sex for Fish are survivors — but their survival is precarious,"A group of women in Kenya rebelled against trading sex for a fisherman's catch to sell. They got their own boats, had success — but in past years have faced floods and now fears about HIV medications.","""Our members are surviving with grace,"" says Justine Adhiambo Obura, the chairperson of No Sex for Fish.
She's talking about a cooperative of 20 women who did the unthinkable. They are fishmongers f… [+10913 chars]",https://www.npr.org/sections/goats-and-soda/2025/06/01/g-s1-69308/the-women-of-no-sex-for-fish-are-survivors-but-their-survival-is-precarious,2025-06-01 12:49:51+00:00
Breitbart News,"Simon Kent, Simon Kent","Joe Rogan, Musk Slam ‘Liar’ and ‘Idiot’ Bono over His Claim USAID Cuts Caused 300,000 Deaths","U2 frontman Bono claimed on ""The Joe Rogan Experience"" podcast the Trump administration's disbandment of the U.S. Agency for International Development (USAID) was responsible for some 300,000 associated deaths.
The post Joe Rogan, Musk Slam ‘Liar’ and ‘Idiot’…","U2 frontman Bono claimed on “The Joe Rogan Experience” podcast the Trump administration’s disbandment of the U.S. Agency for International Development (USAID) was responsible for some 300,000 associa… [+1701 chars]",https://www.breitbart.com/entertainment/2025/06/01/joe-rogan-musk-slam-liar-and-idiot-bono-over-his-claim-usaid-cuts-caused-300000-deaths/,2025-06-01 12:27:53+00:00
The New Republic,Alex Shephard,Elon Musk’s Reign of Terror Is Only Just Beginning,"Here’s what purports to be the big story out of the White House today: “Elon’s really not leaving. He’s gonna be back and forth.” It’s tempting to treat that statement, which was made by President Donald Trump at a press conference intended to mark Elon Musk’…","The decimation of the United States Agency for International Development, or USAID, is up there, though. People around the world are starving now because of Musks cuts. They are dying of disease beca… [+1960 chars]",https://newrepublic.com/article/195945/elon-musk-trump-doge-corruption,2025-06-01 10:00:00+00:00
Origo.hu,Origo,Elon Musk kiosztotta Bonót: „Hazudik vagy ostoba”,"Bono, a U2 énekese komoly vitát kavart, amikor egy podcast-beszélgetésben azt állította, hogy a USAID, az amerikai nemzetközi segélyügynökség forrásainak megvonása miatt 300 ezer ember halt meg. Az állításra Elon Musk és Joe Rogan is azonnal reagált. Szerintü…","A beszélgetés a The Joe Rogan Experience cím msorban hangzott el, ahol Bono azt állította, hogy hatalmas mennyiség élelmiszer rothad raktárakban az USAID megszorításai miatt, és ennek tömeges emberál… [+1976 chars]",https://www.origo.hu/nagyvilag/2025/06/elon-musk-joe-rogan-usaid-bono,2025-06-01 08:59:59+00:00
Haberturk.com,Habertürk,Elon Musk'ın Beyaz Saray günleri bitti,"Teknoloji milyarderi Elon Musk DOGE'un başında geçirdiği sürede, ABD hükümetinde ve Washington'da önemli değişikliklere öncülük etti.","WILL OLIVER/POOL/EPA-EFE/REX/Shutterstock
Elon Musk, Arjantin Devlet Bakan Javier Mile'inin hediye ettii ve kesintileri simgeleyen bir elektrikli testereyle
Elon Musk'n ABD Bakan Donald Trump yönet… [+6278 chars]",https://www.haberturk.com/elon-musk-in-beyaz-saray-gunleri-bitti-trump-in-ekibinde-neler-basardi-3795795,2025-06-01 08:30:57+00:00
Www.abc.es,(abc),República Democrática del Congo: la fractura perpetua,"En la vasta geografía de la República Democrática del Congo , las distancias no se miden solo en kilómetros, sino en tiempos muertos, en territorios sin Estado, en comunidades suspendidas entre el pasado colonial y un presente que nunca se consolida. Durante …","En la vasta geografía de la República Democrática del Congo, las distancias no se miden solo en kilómetros, sino en tiempos muertos, en territorios sin Estado, en comunidades suspendidas entre el pas… [+3500 chars]",https://www.abc.es/internacional/republica-democratica-congo-fractura-perpetua-20250601043752-nt.html,2025-06-01 02:37:52+00:00
Fox News,Jasmine Baehr,"Bono’s ‘300,000 dead’ claim over USAID cuts gets smacked down by Rogan, Musk: ‘Liar/idiot’","Bono claimed on Joe Rogan’s podcast that USAID cuts caused 300,000 deaths, prompting Elon Musk to fire back on X, calling him a “liar/idiot"" and denying the attack.","U2 frontman and longtime global activist Bono took a swing at the Trump administration disbanding the U.S. Agency for International Development (USAID)) on ""The Joe Rogan Experience"" podcast, blaming… [+2541 chars]",https://www.foxnews.com/media/bonos-300000-dead-claim-over-usaid-cuts-gets-smacked-down-rogan-musk-liar-idiot,2025-05-31 23:58:23+00:00
Consequence.net,Jo Vito,Joe Rogan Pisses Off His Audience By Having Bono as a Guest,"Rogan fans were not thrilled about the booking of U2's frontman.
Joe Rogan Pisses Off His Audience By Having Bono as a Guest
Jo Vito","Joe Rogan is used to catching heat for having controversial guests on his podcast, but this week he apparently crossed a line with many of his own fans by interviewing U2 frontman Bono.
The Irish si… [+1551 chars]",https://consequence.net/2025/05/joe-rogan-bono-angry-fans/,2025-05-31 22:45:08+00:00
The Irish Times,Emmet Malone,Bono criticises USAid cuts in lengthy interview with podcaster Joe Rogan,U2 frontman’s comments rile billionaire former Trump administration official Elon Musk,"Bono has criticised cuts to the US Agency for International Development (USAid) budget in a lengthy interview with influential US podcaster Joe Rogan.
He cited academic research by Brooke Nichols, a… [+2253 chars]",https://www.irishtimes.com/culture/tv-radio/2025/05/31/bono-criticises-usaid-cuts-in-lengthy-interview-with-podcaster-joe-rogan/,2025-05-31 21:22:44+00:00
Thegatewaypundit.com,Cullen Linebarger,Joe Rogan Expertly Schools Bono After Far-Left Singer Makes Up an Outrageous Lie Regarding Elon Musk and DOGE – Musk Responds with Fire (VIDEO),"One of the globalist left’s most beloved figures was caught spreading a despicable lie on the nation’s most popular podcast about Elon Musk and his work with DOGE, and got promptly schooled in the process.
The post Joe Rogan Expertly Schools Bono After Far-Le…","Credit: Joe Rogan Experience Screenshot
One of the globalist left’s most beloved figures was caught spreading a despicable lie on the nation’s most popular podcast about Elon Musk and his work with … [+2405 chars]",https://www.thegatewaypundit.com/2025/05/joe-rogan-expertly-schools-bono-after-far-left/,2025-05-31 19:40:30+00:00
The BMJ,Jeffrey K Aronson,When I use a word . . . Avoiding drug stock-outs,"A medicine stock-out is defined by the World Health Organization (WHO) as “any time when, at a defined moment in a given inventory, a needed medicine item is not in stock and orders or prescriptions cannot be filled.” The WHO has published a set of indicators…","A medicine stock-out is defined by the World Health Organization (WHO) as any time when, at a defined moment in a given inventory, a needed medicine item is not in stock and orders or prescriptions c… [+8714 chars]",https://www.bmj.com/content/389/bmj.r1127,2025-05-31 19:26:02+00:00
Mediaite,Zachary Leeman,Joe Rogan Admits Trump USAID Cuts Went Too Far In Bono Debate: ‘Got To Be a Way To Keep Aid and Not Fraud’,"Joe Rogan called USAID a ""money laundering operation,"" but admitted in a discussion with Bono that President Donald Trump's cuts may have been too hasty.
The post Joe Rogan Admits Trump USAID Cuts Went Too Far In Bono Debate: ‘Got To Be a Way To Keep Aid and …","Podcaster Joe Rogan called USAID a “money laundering operation,” but admitted in a discussion with rock legend Bono that President Donald Trump’s cuts may have been too hasty.
The U2 frontman and hu… [+2689 chars]",https://www.mediaite.com/media/podcasts/joe-rogan-admits-trump-usaid-cuts-went-too-far-in-bono-debate-got-to-be-a-way-to-keep-aid-and-not-fraud/,2025-05-31 19:25:57+00:00
New York Post,Post Editorial Board,DOGE started the war on waste —now it’s up to Congress to keep it going,"As Elon Musk exits his role at the Department of Government Efficiency, making the savings his team found stick is now in Congress' hands.","As Elon Musk steps back from his role at the Department of Government Efficiency, making the savings his team found stick is now in Congress’s hands.
DOGE’s crack team of mostly young techies shined… [+3156 chars]",https://nypost.com/2025/05/31/opinion/doge-started-war-on-waste-its-up-to-congress-to-finish-it/,2025-05-31 19:07:33+00:00
Rolling Stone,Daniel Kreps,Bono Educates Joe Rogan on DOGE’s ‘Pure Evil’ USAID Cuts,"""To destroy, to vandalize, it felt like with glee, that these life support systems were being pulled out of the walls,"" U2 singer tells podcast host of Musk and company's planned cuts","Bono and Joe Rogan clashed over the humanitarian impact of DOGE’s cuts — specifically the planned gutting of USAID — during the U2 singer’s visit to the podcast Friday.
During the episode, Bono conf… [+2510 chars]",http://www.rollingstone.com/music/music-news/bono-joe-rogan-doge-usaid-cuts-pure-evil-1235352064/,2025-05-31 19:04:10+00:00
Biztoc.com,zerohedge.com,"U2's Bono Claims: ""300,000 Dead After USAID Cuts""","U2's Bono Claims: ""300,000 Dead After USAID Cuts""
 
Left-wing activist and U2 frontman Paul David Hewson—better known as ""Bono""—made the ridiculous claim that the Department of Government Efficiency's (DOGE) decision to scale back funding for the U.S. Agency …","U2's Bono Claims: ""300,000 Dead After USAID Cuts""
Left-wing activist and U2 frontman Paul David Hewsonbetter known as ""Bono""made the ridiculous claim that the Department of Government Efficiency's (… [+145 chars]",https://biztoc.com/x/421cf285c25c8669,2025-05-31 18:43:54+00:00
Crookedtimber.org,Doug Muir,Newt,"Unemployed, I spent a week in April digging a small pond in our back yard. At the time, it was a distraction. Now it is… actually, a different sort of distraction. Because although it’s not a very big pond — about 3 meters by 2, maximum depth about 70 cm — it…","Unemployed, I spent a week in April digging a small pond in our back yard. At the time, it was a distraction. Now it is… actually, a different sort of distraction. 
Because although it’s not a very … [+4087 chars]",https://crookedtimber.org/2025/05/31/newt/,2025-05-31 17:53:06+00:00
Hvg.hu,hvg@hvg.hu,"Újabb félmilliárdos szerződést kötött a Fidesz-frakció, ezúttal egy kőbányai kis céggel","Régi üzleti kapcsolat ez, most is online hirdetésekért fizet a Fidesz-frakció.",Kocsis Máté Fidesz-frakcióvezet 520 millió forintért rendelt online hirdetéseket az RTDCOM Kft.-tl szúrta ki a Magyar Hang. A parlamenti honlap üvegzseb oldalán közzétett megbízásra nem vonatkoznak a… [+1956 chars],https://hvg.hu/gazdasag/20250531_Ujabb-felmilliardos-szerzodest-kotott-a-Fidesz-frakcio-ezuttal-egy-kobanyai-kis-ceggel,2025-05-31 17:15:29+00:00
Anlatilaninotesi.com.tr,Sputnik Türkiye,"Gürcistan Cumhurbaşkanı Kavelaşvili: Batı, bizden Ukrayna’daki çatışmaya katılmamızı istedi","Cumhurbaşkanı Kavelaşvili, Batılı ülkelerin Gürcistan’dan Ukrayna’daki çatışmalara katılmasını talep ettiğini açıkladı.","Batl ülkelerin Ukrayna'ya silah tedarik etmeye dönük hamleleri ülkede krizi trmandrd. Ukrayna ordusu, güçlerinin neredeyse yarsn ülkenin dousundaki çatma hattna yd. 2021'de Ukrayna'ya 650 milyon dola… [+1851 chars]",https://anlatilaninotesi.com.tr/20250531/gurcistan-cumhurbaskani-kavelasvili-bati-bizden-ukraynadaki-catismaya-katilmamizi-istedi-1096690722.html,2025-05-31 15:55:19+00:00
Livedoor.biz,kuromacyo,日本学術会議を国から独立した法人とする法案 参院で審議開始,1 名前：香味焙煎 ★：2025/05/28(水) 14:56:19.33 ID:+FnpJevL9.net 日本学術会議を国から独立した法人とするための法案は、28日から参議院で審議が始まり、担当する坂井大臣は、法人化により海外の学術機関と同様の高い独立性を確保できるとして、理解を求めました。 ...,"2025/05/28() 14:57:12.18 ID:orvHS8wK0.net
2025/05/28() 14:58:08.64 ID:SvT7c2eM0.net
&gt;&gt;2
2025/05/28() 15:13:51.75 ID:kNkzjFWw0.net
&gt;&gt;2
2025/05/28() 14:57:41.12 ID:FLxdu9Vw0.net
2025/… [+16556 chars]",https://kuromacyo.livedoor.biz/archives/2036008.html,2025-05-31 15:00:12+00:00
New York Post,Josh Christenson,Federal appeals court upholds pause on Trump administration’s mass firings,"""The Executive Order at issue here far exceeds the President’s supervisory powers under the Constitution,"" wrote Circuit Judge William Fletcher, an appointee of former President Bill Clinton","WASHINGTON A federal appeals court upheld a legal pause on President Trump’s mass firings from various agencies, delivering the Republican administration another legal setback in reshaping the execut… [+3727 chars]",https://nypost.com/2025/05/31/us-news/federal-appeals-court-upholds-pause-on-trumps-mass-firings/,2025-05-31 14:59:59+00:00
Biztoc.com,newsweek.com,Bono Sparks MAGA Backlash After Joe Rogan Appearance,"Bono repeated a claim that President Donald Trump's USAID cuts may have been a factor in 300,000 deaths.","Bono repeated a claim that President Donald Trump's USAID cuts may have been a factor in 300,000 deaths.
This story appeared on newsweek.com, 2025-05-31 13:42:26.",https://biztoc.com/x/5014d454a26b7448,2025-05-31 13:42:37+00:00
Newsweek,James Bickerton,Bono Sparks MAGA Backlash After Joe Rogan Appearance,"Bono repeated a claim that President Donald Trump's USAID cuts may have been a factor in 300,000 deaths.",Irish rock star Bono has come under fire from supporters of President Donald Trump's Make America Great Again (MAGA) movement after citing an academic who said the administration's cuts to the U.S. A… [+3585 chars],https://www.newsweek.com/bono-sparks-maga-backlash-during-joe-rogan-appearance-2079295,2025-05-31 13:42:26+00:00
BBC News,https://www.facebook.com/bbcnews,Elon Musk'ın Beyaz Saray günleri bitti: Trump'ın ekibinde neler başardı?,"Teknoloji milyarderi Elon Musk DOGE'un başında geçirdiği sürede, ABD hükümetinde ve Washington'da önemli değişikliklere öncülük etti.","Kaynak, WILL OLIVER/POOL/EPA-EFE/REX/Shutterstock
Fotoraf alt yazs, Elon Musk, Arjantin Devlet Bakan Javier Mile'inin hediye ettii ve kesintileri simgeleyen bir elektrikli testereyle
Haber bilgisi<… [+6628 chars]",https://www.bbc.com/turkce/articles/cn5y6477r4do,2025-05-31 13:05:26+00:00
Portfolio.hu,Portfolio.hu,Aggastyánok kezében van egy egész szuperhatalom sorsa – Meddig ragaszkodnak még az irányításhoz?,"Joe Biden volt amerikai elnöknél május 16-án diagnosztizáltak agresszív, csontáttétes prosztatarákot, a rengeteg spekulációhoz vezető hírt két nappal rá osztotta meg a 46. amerikai elnök. Biden váratlan bejelentése épp aközben került a címlapokra, hogy két új…",<ul><li>Az amerikai politikusok a legidsebbek szerte a gazdag világban (The Economist).</li><li>A Demokrata Párt szó szerint haldoklik (The Nation).</li><li>A képviselházi demokraták nyilvánosan hada… [+18046 chars],https://www.portfolio.hu/global/20250531/aggastyanok-kezeben-van-egy-egesz-szuperhatalom-sorsa-meddig-ragaszkodnak-meg-az-iranyitashoz-764387,2025-05-31 13:00:00+00:00
Origo.hu,,„A baloldalnak nincs joga a USAID korrupt dollárjaihoz”,"Donald Trump amerikai elnök hivatalba lépése óta bizonyította, hogy lehetséges gyors változásokat elérni; megmutatta, hogy a globális baloldalnak nincs istenadta joga a USAID és más amerikai kormányzati szervezetek „korrupt dollárjaihoz” – jelentette ki Lászl…","László András a Fidelitas, az olasz Lega Giovani és az amerikai Republikánusok a Nemzeti Megújulásért (Republicans for National Renewal, RNR) ifjúsági szervezetek által közösen szervezett eseményen a… [+1257 chars]",https://www.origo.hu/itthon/2025/05/laszlo-andras-baloldal-usaid-korrupcio-dollarbaloldal-fidesz,2025-05-31 11:30:55+00:00
L'Express,L’Express,"Un ""échec cuisant"" : Elon Musk quitte le Doge sous le feu des critiques de la presse américaine","Donald Trump a salué vendredi la mission de réduction de la dépense publique menée par le patron de Tesla et SpaceX, assurant que l’homme le plus riche du monde avait apporté un ""changement colossal"". Les médias outre-Atlantique ne sont pas du même avis.","Ce nest quun au revoir. Elon Musk, lhomme le plus riche du monde, nest plus conseiller spécial du président américain Donald Trump. Une conférence de presse commune dans le bureau Ovale, vendredi 30 … [+4665 chars]",https://www.lexpress.fr/monde/amerique/un-echec-cuisant-elon-musk-quitte-le-doge-sous-le-feu-des-critiques-de-la-presse-americaine-D3BZM3XQUBBTXJGHDWJDBTKXPY/,2025-05-31 11:28:03+00:00
Kommersant.ru,,Президент Грузии рассказал о закулисной просьбе вмешаться в конфликт на Украине,"После начала украинского конфликта Евросоюз оказывал давление на Грузию, заявил президент республики Михаил Кавелашвили. По его словам, Тбилиси «за кулисами» просили вмешаться в военные действия.",", . , « » .
« ( . ), », El Mundo. , « ( . ) ».
 , , , . (), (USAID) . « . , », .
 2024 . , , . , , . , .
 — «» « ».",https://www.kommersant.ru/doc/7773626,2025-05-31 10:41:47+00:00
Biztoc.com,nakedcapitalism.com,"Musk Might Be Gone, But Watchdogs Warn Trump/DOGE Carnage Will Continue","Yves here. Not surprisingly, the crowd-pleasing bits of DOGE agency-wrecking, like the claim that the USAID, particularly its regime change operating, were being shuttered, proved to be abjectly false. As Brian Berletic pointed out, Secretary of State reassur…","Yves here. Not surprisingly, the crowd-pleasing bits of DOGE agency-wrecking, like the claim that the USAID, particularly its regime change operating, were being shuttered, proved to be abjectly fals… [+153 chars]",https://biztoc.com/x/5092984c27d91e31,2025-05-31 10:11:27+00:00
Nakedcapitalism.com,Yves Smith,"Musk Might Be Gone, But Watchdogs Warn Trump/DOGE Carnage Will Continue","""Musk's departure ....does not actually change.... DOGE's mission to destroy everything that protects the public from....rapacious oligarchs""","Yves here. Not surprisingly, the crowd-pleasing bits of DOGE agency-wrecking, like the claim that the USAID, particularly its regime change operating, were being shuttered, proved to be abjectly fals… [+4864 chars]",https://www.nakedcapitalism.com/2025/05/musk-might-be-gone-but-watchdogs-warn-trump-doge-carnage-will-continue.html,2025-05-31 10:07:45+00:00
MSNBC,Paul Waldman,Elon Musk departs DOGE with a horrific legacy,"Elon Musk’s time with the Department of Government Efficiency has ended, but not before a press availability at the White House alongside President Donald Trump.","Elon Musks government service has supposedly come to an end, with the billionaire decamping to his company town of Starbase, Texas. Except there he was in the Oval Office on Friday, in a press availa… [+5988 chars]",https://www.msnbc.com/opinion/msnbc-opinion/elon-musk-leaves-doge-trump-legacy-rcna209823,2025-05-31 10:00:00+00:00
Independent.ie,Darragh Nolan,"Bono tells Joe Rogan US global aid cuts have led to 300,000 deaths and reveals conversations with Marco Rubio","U2 frontman Bono has said 300,000 people have died as a result of funding cuts to global aid made by the Trump administration and Tesla CEO Elon Musk’s Department of Government Efficiency (DOGE).","U2 frontman Bono has said 300,000 people have died as a result of funding cuts to global aid made by the Trump administration and Tesla CEO Elon Musks Department of Government Efficiency (DOGE).When … [+3262 chars]",https://www.independent.ie/irish-news/bono-tells-joe-rogan-us-global-aid-cuts-have-led-to-300000-deaths-and-reveals-conversations-with-marco-rubio/a1107119557.html,2025-05-31 09:55:18+00:00
Rg.ru,,Президент Грузии рассказал о просьбе Запада вмешаться в конфликт на Украине,"После начала конфликта на Украине страны Запада стали оказывать давление на Грузию, вынуждая Тбилиси вмешаться в происходящее. Об этом заявил грузинский лидер Михаил Кавелашвили в интервью испанской газете El Mundo.",", . , .
"" , . . , "", - .
 , , , , .
 , , , , (USAID).
, , "" "" .
 , , 2022 .",https://rg.ru/2025/05/31/prezident-gruzii-rasskazal-o-prosbe-zapada-vmeshatsia-v-konflikt-na-ukraine.html,2025-05-31 09:40:06+00:00
Excelsior.com.mx,mauricio.alvarado.martinez,"África: sale EU, entra Irán","Mucho se habla de Irán en estos días en razón de las negociaciones entre este país y EU. A pesar de varias rondas de encuentros mediados por Omán, hasta el momento no ha habido resultados concretos que puedan apuntar a una limitación del desarrollo nuclear ir…","Mucho se habla de Irán en estos días en razón de las negociaciones entre este país y EU. A pesar de varias rondas de encuentros mediados por Omán, hasta el momento no ha habido resultados concretos q… [+4263 chars]",https://www.excelsior.com.mx/opinion/esther-shabot/africa-sale-eu-entra-iran/1718950,2025-05-31 08:53:00+00:00
Naftemporiki.gr,Νατάσα Στασινού,«Ήταν όλα μπουρδές;» — Η περίπλοκη σχέση του Μασκ με την κυβέρνηση Τραμπ,"«Ήταν όλα μπουρδές;» ρώτησε πρόσφατα ο Ντόναλντ Τραμπ τους συμβούλους του, αναφερόμενος στην υπόσχεση του Έλον Μασκ να περικόψει 1 τρισ. δολάρια από τις δημόσιες δαπάνες μέσω του υπουργείου Κυβερνητικής…
«Ήταν όλα μπουρδές;» — Η περίπλοκη σχέση του Μασκ με τη…","« ;» , 1 . (DOGE).
 Wall Street Journal. , , .
 , . : , , .
 , .
« », . « .»
50% , 50% 
« 50% , 50% », . «90% , 10% ». , --, .
, DOGE 170 . . ;
 : , , .
 social media, . , .
 : 
 11.000 . … [+329 chars]",https://www.naftemporiki.gr/kosmos/1963086/itan-ola-mpoyrdes-i-periploki-schesi-toy-mask-me-tin-kyvernisi-tramp/,2025-05-31 08:31:06+00:00
Portfolio.hu,Portfolio.hu,"Végleg bedobta a törölközőt Elon Musk? – Elbukott a techguru, botrányos véget ért a DOGE-hivatal","Elon Musk csütörtökön hivatalosan is megerősítette, hogy négy rendkívül viharos hónap után hátat fordít az amerikai kormányzati munkának. Bár a világ leggazdagabb emberének Washingtonból való távozása már hetek óta lógott a levegőben, mégis egy ellentmondásos…","Ahogy a kormány különleges alkalmazottjaként tervezett idm a végéhez közeledik, szeretném megköszönni Donald Trump elnök úrnak a lehetséget, hogy csökkenthettem a pazarló kiadásokat. A DOGE küldetése… [+10954 chars]",https://www.portfolio.hu/global/20250531/vegleg-bedobta-a-torolkozot-elon-musk-elbukott-a-techguru-botranyos-veget-ert-a-doge-hivatal-764873,2025-05-31 08:30:00+00:00
Hotnews.ro,George Sîrbu,Rezultat financiar excelent al Recorder. ”Au contribuit zeci de mii de oameni”,"Redacția Recorder a realizat în 2024 o creștere de 80% a veniturilor față de anul 2023. Granturile, arată redacția, au pondere de doar 4% din buget. Proiectul jurnalistic non profit Recorder a publicat raportul pentru…","Redacia Recorder a realizat în 2024 o cretere de 80% a veniturilor fa de anul 2023. Granturile, arat redacia, au pondere de doar 4% din buget.
Proiectul jurnalistic non profit Recorder a publicat ra… [+4257 chars]",http://hotnews.ro/rezultat-financiar-excelent-al-recorder-au-contribuit-zeci-de-mii-de-oameni-1990788,2025-05-31 08:01:06+00:00
