keyword,source,author,title,description,content,summary,full_text,publishedAt,url,language
USAID funding,Grist,,Cuts to USAID severed longstanding American support for Indigenous peoples around the world,"Without U.S. funding, Indigenous communities in Peru and elsewhere face increasing threats to their land, livelihoods, and human rights.",,,,2025-06-04T14:00:00Z,http://grist.org/indigenous/cuts-to-usaid-severed-longstanding-american-support-for-indigenous-people-in-the-amazon/,
USAID funding,Forbes,,House Moves To Claw Back Money From Public Broadcasting And Foreign Aid,"The House is seeking to rescind $9.4 billion in funding for National Public Radio (NPR), the Public Broadcasting System (PBS), and the United States Agency for International Development (USAID) using a move known as rescission.",,,,2025-06-12T14:06:37Z,https://www.forbes.com/sites/kellyphillipserb/2025/06/12/house-moves-to-claw-back-money-from-public-broadcasting-and-foreign-aid/,
USAID funding,Al Jazeera English,,Has DOGE really saved the US government $180bn?,"Elon Musk first claimed the department would make savings of $2 trillion, but what do the figures really show?",,,,2025-06-06T11:21:51Z,https://www.aljazeera.com/news/2025/6/6/has-doge-really-saved-the-us-government-180bn,
USAID funding,Time,,History Shows the Danger of Trump and RFK Jr.’s Health Policies,The medical achievements of the 20th century demonstrate how global health infrastructure is key to public health.,,,,2025-06-11T18:37:04Z,https://time.com/7286403/history-trump-rfk-jr-health-policies/,
USAID funding,Al Jazeera English,,Why has Elon Musk quit Donald Trump’s administration?,Elon Musk steps down from his government efficiency role after clashing with Trump over US federal spending policies.,,,,2025-05-29T16:05:32Z,https://www.aljazeera.com/news/2025/5/29/why-has-elon-musk-quit-donald-trumps-administration,
USAID funding,Forbes,,Trump Is Trying To Defund An Agency That Saves Billions In Taxpayer Money,The White House wants to slash the $85 million budget to $0 for the inspector general’s office that focuses on investigating fraud in foreign aid.,,,,2025-06-13T18:05:21Z,https://www.forbes.com/sites/thomasbrewster/2025/06/13/trump-defunding-an-agency-saving-billions-in-taxpayer-money/,
USAID funding,Forbes,,"Mt. Everest And AHF Celebrated At Explorers Club, Warts And All","With recent cuts to USAID, and dangerous over-crowding on the world’s highest peak, Nepal faces serious challenges. Two Everest experts answer questions about it.",,,,2025-06-06T23:05:04Z,https://www.forbes.com/sites/jimclash/2025/06/06/mt-everest-and-ahf-celebrated-at-explorers-club-warts-and-all/,
USAID funding,Forbes,,"House Approves Bill That Would Claw Back $9.4 Billion In Funding, Now Moves To Senate",The House of Representatives voted in favor of a bill to rescind $9.4 billion in funding for public broadcasting (including public radio and public TV) and international aid.,,,,2025-06-13T12:34:37Z,https://www.forbes.com/sites/kellyphillipserb/2025/06/13/house-approves-bill-that-would-claw-back-94-billion-in-funding-now-moves-to-senate/,
USAID funding,Snopes.com,,"Debunking Vance, Rubio claim that only 12 cents per dollar of humanitarian assistance reaches beneficiaries","U.S. President Donald Trump's allies often cite false claims to support their dismantling of USAID, the United States' main humanitarian aid agency.",,,,2025-06-11T21:12:00Z,https://www.snopes.com//fact-check/vance-rubio-humanitarian-assistance/,
USAID funding,CBS News,,White House asks Congress to claw back $9.4 billion in approved funding,"The package would cancel $9.4 billion in funding that Congress previously appropriated for NPR, PBS and USAID.",,,,2025-06-03T20:35:22Z,https://www.cbsnews.com/news/white-house-asks-congress-claw-back-funding-rescission-package/,
USAID funding,Democracy Now!,,"""Millions of Lives at Risk"": USAID Cuts Lead to Global Rise in Death, Hunger, Poverty and Disease",Secretary of State Marco Rubio has ordered the termination of all remaining overseas employees of USAID to complete the dismantling of the six-decade-old agency. USAID was an early target of Elon Musk and DOGE. We look at the dismantling of USAID and what it …,,,,2025-06-13T12:45:15Z,https://www.democracynow.org/2025/6/13/us_aid_cuts_international_impact,
USAID funding,Business Insider,,Here's the $9.4 billion in DOGE cuts that Trump is asking Congress to approve,"The foreign aid and public broadcasting cuts could be the first of several ""rescission"" requests sent to Congress in the coming months.",,,,2025-06-03T22:10:44Z,https://www.businessinsider.com/doge-cuts-npr-pbs-foreign-aid-request-2025-6,
USAID funding,Gizmodo.com,,‘KILL THE BILL’: Why Elon Musk Is Throwing a Fit Over the Budget,The billionaire oligarch isn't happy with Trump's Big Beautiful Bill.,,,,2025-06-05T12:35:32Z,https://gizmodo.com/kill-the-bill-why-elon-musk-is-throwing-a-fit-over-the-budget-2000611308,
USAID funding,Forbes,,Federal Cuts Force Hiring and Raise Pauses At Johns Hopkins University,Johns Hopkins University has announced several belt-tightening measures to address the financial pressures caused by the Trump administration’s funding cutbacks.,,,,2025-06-03T10:22:04Z,https://www.forbes.com/sites/michaeltnietzel/2025/06/03/federal-cuts-force-hiring-and-raise-pauses-at-johns-hopkins-university/,
USAID funding,Semafor.com,,'He’s gotta go': The MAGA right cheers Musk-Trump rift,The MAGA right declares victory over a South African-born mogul they never trusted.,,,,2025-06-06T00:01:31Z,https://www.semafor.com/article/06/05/2025/the-maga-right-declares-victory-over-elon-musk,
USAID funding,NBC News,,White House to ask Congress to codify DOGE cuts to USAID and public broadcasting,"Congressional leaders are expecting the White House to send them a package as soon as Tuesday that would claw back $9.4 billion in approved spending, most of it for foreign aid.",,,,2025-06-03T14:46:38Z,https://www.nbcnews.com/politics/congress/white-house-ask-congress-codify-doge-cuts-usaid-public-broadcasting-rcna210595,
USAID funding,Naturalnews.com,,"Rubio terminates all USAID overseas positions, dismantling agency after decades of wasteful spending","Secretary Rubio orders termination of all USAID overseas positions by September, dismantling the agency after decades of operation. The State Department absorbs remaining programs after slashing 83% of USAID initiatives earlier this year. A State Department c…",,,,2025-06-11T06:00:00Z,https://www.naturalnews.com/2025-06-11-rubio-terminates-usaid-overseas-positions.html,
USAID funding,Al Jazeera English,,‘Disgusting abomination’: Why is Elon Musk slamming Trump’s budget bill?,"Musk's criticism underscores the divide among conservatives over the bill, which could ramp up US debt.",,,,2025-06-04T12:17:32Z,https://www.aljazeera.com/news/2025/6/4/disgusting-abomination-why-is-elon-musk-slamming-trumps-budget-bill,
USAID funding,CBS News,,House to vote on White House request to claw back $9.4 billion in funding,"The House is expected to vote Thursday on White House's rescission package to claw back funding for NPR, PBS, foreign aid.",,,,2025-06-12T10:00:02Z,https://www.cbsnews.com/news/house-vote-rescission-claw-back-9-4-billion-foreign-aid-npr-pbs/,
USAID funding,MSNBC,,Why Senate Republicans might not let Trump give back $9.3 billion,"Trump's effort to codify DOGE cuts to via rescission package could be in trouble in the Senate as funding PBS, NPR, and USAID remains popular with some senators",,,,2025-06-16T10:00:00Z,https://www.msnbc.com/opinion/msnbc-opinion/trump-doge-senate-rescission-bill-rcna212870,
USAID funding,Naturalnews.com,,"House passes $9.4 billion rescissions bill slashing NPR, PBS, USAID funding","The U.S. House narrowly approved a bill on June 12 cutting $9.4 billion from public broadcasting and foreign aid, marking the first implementation of recommendations from DOGE. The bill includes $8.3 billion in cuts to USAID programs, such as refugee aid, gen…",,,,2025-06-16T06:00:00Z,https://www.naturalnews.com/2025-06-16-house-passes-bill-slashing-npr-pbs-usaid-funding.html,
USAID funding,The Atlantic,,The New Danger in Trump’s Washington: Honoring Federal Employees,Can recognition for outstanding work suddenly be a bad thing?,,,,2025-06-18T18:16:00Z,https://www.theatlantic.com/politics/archive/2025/06/federal-employees-trump-doge-sammie-awards/683222/,
USAID funding,New York Post,,Bill Gates pleaded with Marco Rubio to reverse Elon Musk’s DOGE cuts to USAID: report,"Gates, the Microsoft co-founder and philanthropist who has been vocal in his opposition to cuts made by Musk's Department of Government Efficiency.",,,,2025-06-10T14:23:28Z,https://nypost.com/2025/06/10/business/bill-gates-begged-marco-rubio-to-undo-elon-musks-usaid-cuts/,
USAID funding,Consequence.net,,Joe Rogan Pisses Off His Audience By Having Bono as a Guest,"Rogan fans were not thrilled about the booking of U2's frontman.
Joe Rogan Pisses Off His Audience By Having Bono as a Guest
Jo Vito",,,,2025-05-31T22:45:08Z,https://consequence.net/2025/05/joe-rogan-bono-angry-fans/,
USAID funding,Vox,,Bill Gates shows what the end of perpetual philanthropy looks like,"For the last quarter-century, Bill Gates has been the donor behind what has long been one of the nation’s largest private philanthropic foundations, a behemoth that has long dwarfed nearly all other charitable institutions.  The Gates Foundation, in its commi…",,,,2025-05-22T21:43:40Z,https://www.vox.com/future-perfect/414135/bill-gates-foundation-philanthropy-elon-musk-billionaire,
USAID funding,ProPublica,,"Death, Sexual Violence and Human Trafficking: Fallout From U.S. Aid Withdrawal Hits the World’s Most Fragile Locations","by Brett Murphy and Anna Maria Barry-Jester 
 

 
 
 ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as they’re published.

 

 

 
 



 
American diplomats in at least two countries have r…",,,,2025-05-28T18:45:00Z,https://www.propublica.org/article/trump-usaid-malawi-state-department-crime-sexual-violence-trafficking,
USAID funding,Forbes,,Career Advice For Unemployed Social Impact Workers Hit By Federal Cuts,"US government-related layoffs have impacted thousands of public, private & nonprofit workers concerned with social impact. Advice on pivoting to build a new career.",,,,2025-06-13T13:36:57Z,https://www.forbes.com/sites/davidhessekiel/2025/06/13/career-advice-for-unemployed-social-impact-workers-hit-by-federal-cuts/,
USAID funding,RT,,MEPs urge Brussels to cut all funding for Budapest,Members of the European Parliament have urged a full freeze of Hungary’s EU funding for violating ‘values’ Read Full Article at RT.com,,,,2025-05-23T09:30:13Z,https://www.rt.com/news/618035-hungary-eu-funding-letter/,
USAID funding,The Daily Caller,,Mike Benz Reveals Hidden Ties Between Intel Agencies And Ivy League Institutions,"Mike Benz has revealed Thursday a long-standing, covert collaboration between top U.S. intelligence agencies and Ivy League institutions.",,,,2025-06-06T01:29:58Z,https://dailycaller.com/2025/06/05/mike-benz-intel-agency-ivy-league/,
USAID funding,NPR,,All the ways the Trump administration is going after colleges and universities,"In seeking to reshape elite universities, the Trump administration is using several tactics, including freezing federal grants and contracts, and threatening colleges' tax-exempt status.",,,,2025-06-10T09:00:00Z,https://www.npr.org/2025/06/10/nx-s1-5424450/ways-trump-administration-is-going-after-colleges,
USAID funding,MSNBC,,"Codifying DOGE cuts, Republicans vote to claw back foreign aid, NPR and PBS funds","On Capitol Hill, it’s common for lawmakers to approve funding measures, but it’s more unusual to see members un-approve funding through rescissions packages.",,,,2025-06-13T16:21:08Z,https://www.msnbc.com/rachel-maddow-show/maddowblog/codifying-doge-cuts-republicans-vote-claw-back-foreign-aid-npr-pbs-fun-rcna212887,
USAID funding,Daily Signal,,‘NO EXCUSE’: Republicans Must Put Their Money Where Their Mouth Is and Pass DOGE Cuts,"There has never been a more appropriate application of the phrase “put your money where your mouth is” than the vote House Republicans are preparing... Read More
The post ‘NO EXCUSE’: Republicans Must Put Their Money Where Their Mouth Is and Pass DOGE Cuts ap…",,,,2025-06-12T17:41:21Z,https://www.dailysignal.com/2025/06/12/no-excuse-republicans-must-put-their-money-where-their-mouth-is-and-pass-doge-cuts/,
USAID funding,Daily Signal,,Congress Should Quickly Approve Trump’s Rescission Legislation,"President Donald Trump‘s rescission legislation has finally arrived in Congress, where it will have 45 days to be approved by both chambers on a simple majority vote.... Read More
The post Congress Should Quickly Approve Trump’s Rescission Legislation appeare…",,,,2025-06-10T12:00:00Z,https://www.dailysignal.com/2025/06/10/congress-should-quickly-approve-trumps-rescission-legislation/,
USAID funding,Al Jazeera English,,‘Not really leaving’: Trump bids goodbye to Elon Musk at White House event,"The billionaire's exit from DOGE throws the panel's future into uncertainty, but Musk says he will remain an 'adviser'.",,,,2025-05-30T21:14:01Z,https://www.aljazeera.com/news/2025/5/30/not-really-leaving-trump-bids-goodbye-to-elon-musk-at-white-house-event,
USAID funding,Al Jazeera English,,Why are humanitarian crises in African countries so ignored?,The latest Most Neglected Crises report on world's most invisible humanitarian emergencies lists African nations first.,,,,2025-06-03T08:05:37Z,https://www.aljazeera.com/news/2025/6/3/why-are-humanitarian-crises-in-african-countries-so-ignored,
USAID funding,Forbes,,Musk And Trump Will Hold Press Conference Today—Here’s What He Accomplished,Musk and Trump will hold a joint press conference at 1:30 p.m.,,,,2025-05-30T17:42:56Z,https://www.forbes.com/sites/saradorn/2025/05/30/musk-and-trump-will-hold-press-conference-today-heres-what-he-accomplished/,
USAID funding,Forbes,,More Colleges Freeze Hiring And Suspend Salary Increases,Johns Hopkins joins a growing list of schools cutting wage increases.,,,,2025-06-07T03:18:27Z,https://www.forbes.com/sites/paulweinstein/2025/06/06/more-colleges-freeze-hiring-and-suspend-salary-increases/,
USAID funding,Daily Signal,,House Rescissions Seen as a Make-Or-Break Chance to Codify DOGE,"House Republicans on Thursday will face perhaps the greatest test yet of whether they mean business about decreasing the size of the federal government. The... Read More
The post House Rescissions Seen as a Make-Or-Break Chance to Codify DOGE appeared first o…",,,,2025-06-11T21:50:09Z,https://www.dailysignal.com/2025/06/11/house-rescissions-make-break-chance-codify-doge/,
USAID funding,Rolling Stone,,Elon Musk’s Reign of Corruption Chronicled in Elizabeth Warren Report,A new report by Sen. Elizabeth Warren itemizes 130 dodgy dealings by the man who calls himself the “Dogefather”,,,,2025-06-03T13:30:00Z,http://www.rollingstone.com/politics/politics-features/elon-musk-corruption-elizabeth-warren-report-1235353085/,
USAID funding,NPR,,Public media funding up in the air as House prepares to vote on claw backs,public-media-funding-up-in-the-air-as-house-prepares-to-vote-on-claw-backs,,,,2025-06-12T09:00:25Z,https://www.npr.org/2025/06/12/g-s1-72223/public-media-funding-up-in-the-air-as-house-prepares-to-vote-on-claw-backs,
USAID funding,Metafilter.com,,Meet The Civil Servants Under Attack By The Trump Administration,"Meet The Civil Servants Under Attack By The Trump Administration (gift link) Sabrina Imbler, writing for Defector, has been interviewing fired government employees and others impacted by the Trump Administration's reckless cuts to federal agencies.Gift links …",,,,2025-06-19T13:56:22Z,https://www.metafilter.com/209259/Meet-The-Civil-Servants-Under-Attack-By-The-Trump-Administration,
USAID funding,Naturalnews.com,,"Former USAID contracting officer, three corporate executives plead guilty to $550M federal contract bribery scheme","Former USAID contracting officer Roderick Watson and three corporate executives pleaded guilty to a decade-long bribery scheme that secured over $550 million in federal contracts through corruption. The scheme involved Apprio, Inc. and PM Consulting Group LLC…",,,,2025-06-17T06:00:00Z,https://www.naturalnews.com/2025-06-17-usaid-official-executives-plead-guilty-bribery-scheme.html,
USAID funding,Breitbart News,,Trump Administration Sends $9.4 Billion Rescissions Package to House,"The Trump administration sent a $9.4 billion rescissions package to the House of Representatives that would eliminate ""wasteful foreign aid spending"" at the Department of State and USAID, House Speaker Mike Johnson (R-LA) revealed.
The post Trump Administrati…",,,,2025-06-04T03:18:10Z,https://www.breitbart.com/politics/2025/06/03/trump-admin-9-4-billion-rescissions-package-house/,
USAID funding,MSNBC,,Republicans have to decide if they stand with DOGE's death and destruction,Republicans in Congress will soon face a vote on whether they stand by Elon Musk and the Trump administration’s unlawful cuts to lifesaving foreign aid.,,,,2025-06-12T10:00:00Z,https://www.msnbc.com/opinion/msnbc-opinion/musk-doge-usaid-congress-republicans-rcna212382,
USAID funding,CBC News,,"Radio Free Asia reporters sought safety in U.S. Now, they fear they're in danger","For decades, U.S. presidents proclaimed a mission to spread democracy, but Trump is now slashing such initiatives. That has put staff at Radio Free Asia, a news service that has angered Asia's autocracies, at risk of losing more than just their jobs.",,,,2025-05-29T08:00:00Z,https://www.cbc.ca/news/world/radio-free-asia-cuts-1.7542901,
USAID funding,Memeorandum.com,,6/10/25 ☀️ AM: ... But the reconciliation fight is impacting what's already ... (Punchbowl News),"Punchbowl News:
6/10/25 ☀️ AM: … But the reconciliation fight is impacting what's already going to be a brutal partisan struggle over FY2026 government spending.  DOGE funding cuts, tens of thousands of federal employees laid off, a $9 billion-plus rescission…",,,,2025-06-10T10:10:02Z,https://www.memeorandum.com/250610/p9,
USAID funding,New York Post,,"House passes bill to claw back $9.4B, codify cuts to PBS and NPR","Republicans had faced backlash last month after tech mogul Elon Musk publicly backed complaints that Congress hadn't codified any of his DOGE work, despite promising to do so.",,,,2025-06-12T19:59:20Z,https://nypost.com/2025/06/12/us-news/house-passes-bill-to-claw-back-9-4b-codify-cuts-to-pbs-and-npr/,
USAID funding,Dailycoffeenews.com,,"Oregon Coffee Leaders Speak Up Over Tariffs, Funding Cuts and Political Inaction","At a roundtable with U.S. Rep. Suzanne Bonamici last week in Portland, Oregon, coffee business leaders expressed frustration and a sense of urgency over tariffs, USAID cuts and other...",,,,2025-06-04T13:10:25Z,https://dailycoffeenews.com/2025/06/04/oregon-coffee-leaders-speak-up-over-tariffs-funding-cuts-and-political-inaction/,
USAID funding,Forbes,,A Thousand Cuts To Higher Education: When ‘To What End?’ Gives Way To ‘What To End?’ (And ‘Where To Next?’),Threats and changes are happening so quickly and there are so many to track that the impacts are becoming incalculable. Higher ed is on the verge of “throw up the hands” moment that neither the institutions nor the nation can afford.,,,,2025-06-13T19:57:45Z,https://www.forbes.com/sites/davidrosowsky/2025/06/13/a-thousand-cuts-to-higher-education-when-to-what-end-gives-way-to-what-to-end-and-where-to-next/,
USAID funding,Thenation.com,,President Trump Is Demolishing America’s Global Soft Power,"Alfred McCoy



Trump’s sharp cuts to humanitarian aid will ensure that the United States’ soft power crumbles, doing lasting damage to its international standing.




The post President Trump Is Demolishing America’s Global Soft Power appeared first on The…",,,,2025-06-03T09:00:00Z,https://www.thenation.com/?post_type=article&p=558356,
USAID funding,The Daily Caller,,Mike Benz Reveals To Tucker Carlson ‘Worst Of The Worst Offender’ That Government Refuses To Cut,"Mike Benz told Tucker Carlson he believes the ""worst of the worst offenders"" still receiving funding is the National Endowment for Democracy (NED).",,,,2025-05-28T05:43:12Z,https://dailycaller.com/2025/05/28/mike-benz-tcuker-carlson-offered-government-organization/,
USAID funding,Raw Story,,'Keeping mum': Ex-GOP head reveals former colleagues ashamed of bill's 'cruelty',"House Republicans are about to vote on “who lives, who dies, and whether the United States still recognizes the difference,” according to an MSNBC column from ex-RNC chairman Michael Steele.The co-host of ""The Weeknight"" said, “President Donald Trump is askin…",,,,2025-06-12T12:12:01Z,https://www.rawstory.com/musk-2672358031/,
USAID funding,Newsweek,,Bono Sparks MAGA Backlash After Joe Rogan Appearance,"Bono repeated a claim that President Donald Trump's USAID cuts may have been a factor in 300,000 deaths.",,,,2025-05-31T13:42:26Z,https://www.newsweek.com/bono-sparks-maga-backlash-during-joe-rogan-appearance-2079295,
USAID funding,Researchbuzz.me,,"National Shade Map, USAID Funding Cuts Impact, Google AI Errors, More: Wednesday ResearchBuzz, June 4, 2025","NEW RESOURCES UCLA: National shade map from UCLA and American Forests launched to combat deadly urban heat. “The Shade Map, now available through American Forests’ Tree Equity Score platform, shows where shade […]",,,,2025-06-04T12:41:23Z,https://researchbuzz.me/2025/06/04/national-shade-map-usaid-funding-cuts-impact-google-ai-errors-more-wednesday-researchbuzz-june-4-2025/,
USAID funding,TheBlaze,,Republicans to watch when Trump’s $9.4 billion cut comes to the Senate,"In an age of unprecedented national debt, $9.4 billion is just a drop in a bucket, coming in at about 27 bucks per American. But still — still! — it might not pass the U.S. Senate, where it’s headed after the House of Representatives’ yes vote on Thursday. Th…",,,,2025-06-13T15:52:25Z,https://www.theblaze.com/columns/opinion/republicans-to-watch-when-trumps-9-4-billion-cut-comes-to-the-senate,
USAID funding,Nakedcapitalism.com,,"Musk Might Be Gone, But Watchdogs Warn Trump/DOGE Carnage Will Continue","""Musk's departure ....does not actually change.... DOGE's mission to destroy everything that protects the public from....rapacious oligarchs""",,,,2025-05-31T10:07:45Z,https://www.nakedcapitalism.com/2025/05/musk-might-be-gone-but-watchdogs-warn-trump-doge-carnage-will-continue.html,
USAID funding,Daily Signal,,House GOP Passes DOGE Cuts by a Whisker After Chaos on Floor,"The House Republicans successfully passed a rescissions package to cut $9.4 billion from foreign aid and public broadcasting Thursday, in the first major codification of... Read More
The post House GOP Passes DOGE Cuts by a Whisker After Chaos on Floor appear…",,,,2025-06-12T20:01:08Z,https://www.dailysignal.com/2025/06/12/house-gop-passes-doge-cuts-by-a-whisker-after-chaos-on-floor/,
USAID funding,Forbes,,Food Safety Depends On Every Link In The Supply Chain,Almost 1 in 10 people globally fall ill from contaminated food every year. Making our food supply safer for communities depends on everyone.,,,,2025-06-06T13:55:41Z,https://www.forbes.com/sites/daniellenierenberg/2025/06/06/food-safety-depends-on-every-link-in-the-supply-chain/,
USAID funding,Thenation.com,,Trump Is Blowing Up Soft Power,"Adam Weinstein



And he’s shooting America’s diplomats in the foot.




The post Trump Is Blowing Up Soft Power appeared first on The Nation.",,,,2025-06-11T09:30:00Z,https://www.thenation.com/article/world/trump-diplomacy-power-aid-development/,
USAID funding,Defense One,,"AFRICOM asks for help deterring terrorism, after Trump pulls aid to allied countries",Groups like al-Shabaab see USAID withdrawal as an opportunity.,,,,2025-05-29T21:15:17Z,https://www.defenseone.com/threats/2025/05/africom-asks-help-deterring-terrorism-after-trump-pulls-aid-allied-countries/405684/,
USAID funding,Inside Higher Ed,,Trump’s Trade School Trojan Horse,"Trump’s Trade School Trojan Horse

 


 
Elizabeth Redden

Mon, 06/16/2025 - 03:00 AM

Higher ed must resist attempts to pit one sector against another, Rachel Lipson and Robert Schwartz write.
 
 Byline(s)

 
 Rachel Lipson

 Robert Schwartz",,,,2025-06-16T07:00:00Z,https://www.insidehighered.com/opinion/views/2025/06/16/dont-fall-trumps-trade-school-trojan-horse-opinion,
USAID funding,Naturalnews.com,,The depths of corruption: GOP blasts Bidenâs NGO funding âmoney launderingâ in explosive House hearing,"House Republicans accuse the Biden administration of misdirecting billions in taxpayer funds to NGOs championing progressive causes like open borders and climate activism. Key lawmakers, including Reps. Marjorie Taylor Greene, Eric Burlison and Brandon Gill, …",,,,2025-06-06T06:00:00Z,https://www.naturalnews.com/2025-06-06-gop-blasts-bidens-ngo-funding-money-laundering.html,
USAID funding,Forbes,,Forbes Daily: Israel Strikes Iran As Trump Pushes For A Nuclear Deal,"Friday's Forbes Daily newsletter covers  Trump's Gold Card visa red flags, Chime's shining IPO, Larry Ellison becomes the No. 2 richest, Trump's crypto fortune & more.",,,,2025-06-13T12:15:52Z,https://www.forbes.com/sites/daniellechemtob/2025/06/13/forbes-daily-israel-strikes-iran-as-trump-pushes-for-a-nuclear-deal/,
USAID funding,Dianeravitch.net,,Glenn Kessler Fact-Checks Marco Rubio’s Claim that No One Died When Foreign Aid Stopped,Glenn Kessler is a professional fact-checker for The Washington Post. He recently reviewed a controversy about the consequences of the Trump administration’s shutdown of USAID. Democrats said that people have died because of the cuts; Secretary of State Marco…,,,,2025-06-06T13:00:00Z,https://dianeravitch.net/2025/06/06/glenn-kessler-fact-checks-marco-rubios-claim-that-no-one-died-when-foreign-aid-stopped/,
USAID funding,New York Magazine,,Vought Asks Congress to Rubber-Stamp DOGE Cuts,"Russell Vought asks Congress to rubber-stamp DOGE cuts via rescissions. With Elon Musk gone, the next phase of Team Trump’s effort to gut federal programs is now underway.",,,,2025-06-04T21:12:32Z,http://nymag.com/intelligencer/article/vought-asks-congress-to-rubber-stamp-doge-cuts.html,
USAID funding,Daily Signal,,EXCLUSIVE: State Department Rebuts Democrat Claims That AIDS Program Isn’t Operational,"FIRST ON THE DAILY SIGNAL—Congressional Democrats, with the help of corporate media, are pushing a false narrative about the Trump administration’s cuts to foreign aid... Read More
The post EXCLUSIVE: State Department Rebuts Democrat Claims That AIDS Program …",,,,2025-06-11T14:00:00Z,https://www.dailysignal.com/2025/06/11/exclusive-state-department-rebuts-democrat-claims-that-aids-program-isnt-operational/,
USAID funding,Nakedcapitalism.com,,Trump’s Liquidation of U.S Global Leadership,Some geopolitical aspects of how Trump's mazimixation of his personal power comes at the expense of the US,,,,2025-05-27T07:00:05Z,https://www.nakedcapitalism.com/2025/05/trumps-liquidation-of-u-s-global-leadership.html,
USAID funding,Vanity Fair,,Elon Musk No Longer the Most Hated Man in Washington (Because He’s Leaving),The richest man in the world says goodbye.,,,,2025-05-29T19:06:52Z,https://www.vanityfair.com/news/story/elon-musk-no-longer-the-most-hated-man-in-washington,
USAID funding,Nakedcapitalism.com,,Links 6/12/2025,"Today's daily links, including ominous signs of war with Iran, ICE targeting unions, and reefer madness in Texas.",,,,2025-06-12T10:45:31Z,https://www.nakedcapitalism.com/2025/06/links-6-12-2025.html,
USAID funding,TheWrap,,"House Republicans Vote to Slash $1.1 Billion in PBS, NPR Funds","President Trump moves a step closer to clawing back tax dollars previously earmarked for public broadcasters, who he has called ""radical left monsters"" 
The post House Republicans Vote to Slash $1.1 Billion in PBS, NPR Funds appeared first on TheWrap.",,,,2025-06-12T20:08:16Z,https://www.thewrap.com/house-republicans-vote-slash-pbs-npr-funds/,
USAID funding,Dianeravitch.net,,Glenn Kessler Fact-Checks Rubio-Vance Lies About Foreign Aid,"Glenn Kessler is the fact-checker for The Washington Post. He wrote: “There are all these humanitarian programs, where we sent money to people for medicine, for food, okay? What I thought, before I got into government, what most Americans think is, okay, so w…",,,,2025-06-19T15:00:00Z,https://dianeravitch.net/2025/06/19/glenn-kessler-fact-checks-rubio-vance-lies-about-foreign-aid/,
USAID funding,Breitbart News,,Bill Gates Pledges Majority of $200 Billion Donation to Aid Africa,"Creepy Bill Gates, the co-founder of Microsoft and a noted friend of Jeffrey Epstein, has announced that the bulk of his $200 billion philanthropic pledge will be directed towards addressing challenges in Africa over the next 20 years.
The post Bill Gates Ple…",,,,2025-06-03T15:36:21Z,https://www.breitbart.com/tech/2025/06/03/bill-gates-pledges-majority-of-200-billion-donation-to-aid-africa/,
USAID funding,Japan Today,,OpenAI finds more Chinese groups using ChatGPT for malicious purposes,"OpenAI is seeing an increasing number of Chinese groups using its artificial intelligence technology for covert operations, which the ChatGPT maker described in a report released Thursday. While the scope and tactics employed by these groups have expanded, th…",,,,2025-06-05T21:41:22Z,https://japantoday.com/category/tech/openai-finds-more-chinese-groups-using-chatgpt-for-malicious-purposes,
USAID funding,The Week Magazine,,Musk: What did he achieve in Washington?,"Elon Musk leaves his government job but not after bruising his image, slashing aid and firing thousands",,,,2025-06-09T21:20:56Z,https://theweek.com/politics/musk-achieve-washington,
USAID funding,New York Post,,DeSantis blasts House GOP for failing to codify DOGE cuts: ‘Betrayal of the voters’,"Florida Gov. Ron DeSantis lambasted congressional Republicans for their ""betrayal"" in failing to codify the spending cuts pursued by the Elon Musk-championed Department of Government Efficiency (DOGE).",,,,2025-05-27T19:22:11Z,https://nypost.com/2025/05/27/us-news/ron-desantis-blasts-house-gop-for-failing-to-codify-doge-cuts-betrayal-of-the-voters/,
USAID funding,Insurance Journal,,Thriving Southern Cities Face Economic Threat From Funding Cuts,The same economic anchor that propelled North Carolina’s Research Triangle into one of America’s most thriving economies now risks becoming a liability. Major academic institutions in the community have helped lure businesses of all sizes — and the jobs that …,,,,2025-06-20T14:09:51Z,https://www.insurancejournal.com/news/southeast/2025/06/20/828627.htm,
USAID funding,CleanTechnica,,Why Musk Skipped Over US Military Excess In His DOGE Efficiency Goals,"Over Memorial Day Weekend, 37,000 flags planted on Boston Common were a solemn tribute to Massachusetts’ state war dead through the generations. Meanwhile, tens of thousands of Veterans Administration (VA) employees were in shock as they prepared for deep sta…",,,,2025-05-29T00:07:38Z,https://cleantechnica.com/2025/05/28/why-musk-skipped-over-us-military-excess-in-his-doge-efficiency-goals/,
USAID funding,Givewell.org,,Podcast Episode 5: Exploring HIV/AIDS Funding Cuts and Emerging Needs,"Historically, the US government has been a major funder of HIV/AIDS programs through PEPFAR and other initiatives, providing around $5 to $6 billion annually. With anticipated major reductions in US government foreign aid, including potential cuts of 20% to 5…",,,,2025-06-05T19:12:56Z,https://blog.givewell.org/2025/06/05/podcast-episode-5-exploring-hiv-aids-funding-cuts-and-emerging-needs/,
