source,title,description,text,url,keyword,published_date
Digital Journal,Trump learns lessons from first ‘Muslim ban’ but raises new questions,"In banning most travel to the United States by citizens of 12 countries, President Donald Trump is fine-tuning a playbook popular with his base, even as his singling out of particular nations left many scratching their heads. Trump rose to power vowing a hars…","Travelers queue at Miami International Airport on May 24, 2025 - Copyright AFP/File Giorgio VIera
In banning most travel to the United States by citizens of 12 countries, President Donald Trump is f… [+4226 chars]",https://www.digitaljournal.com/world/trump-learns-lessons-from-first-muslim-ban-but-raises-new-questions/article,foreign aid withdrawal,2025-06-05 16:52:20+00:00
The Times of India,Wheels and deals: Did Pakistan manage to 'buy' Trump?,"During his second term, Donald Trump's stance on Pakistan shifted dramatically, praising the nation and offering to mediate in Kashmir. This change of heart coincided with deals between Pakistani entities and ventures linked to the Trump family, raising conce…","During his first term as the US president, Donald Trump's first tweet of 2018 was on Pakistan: ""The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 yea… [+8731 chars]",https://economictimes.indiatimes.com/news/international/world-news/wheels-and-deals-did-pakistan-manage-to-buy-trump/articleshow/121266028.cms,foreign aid withdrawal,2025-05-19 09:31:23+00:00
CounterPunch,"The Middle East, US-China, and the quest for a ‘Greater Israel’","Over the last few weeks, much has been made about the supposed split between Netanyahu and Trump.  Like much else about the operation of both regimes, it’s hard to say how much is serious and how much is political theater, but as always, the real decisions ar…","Photograph Source: Dan Scavino – Public Domain
Over the last few weeks, much has been made about the supposed split between Netanyahu and Trump.  Like much else about the operation of both regimes, … [+31344 chars]",https://www.counterpunch.org/2025/05/26/the-middle-east-us-china-and-the-quest-for-a-greater-israel/,foreign aid withdrawal,2025-05-26 05:54:08+00:00
The Jerusalem Post,Voices from the Arab press: Israel’s strategy for managing US tensions,A weekly selection of opinions and analyses from the Arab media around the world.,"Israel’s strategy for managing US tensions
Al-Ittihad, UAE, May 17
For more stories from The Media Line go to themedialine.org 
Israeli media outlets have highlighted significant rifts between the… [+20651 chars]",https://www.jpost.com/middle-east/article-855050,foreign aid withdrawal,2025-05-23 22:06:16+00:00
Singularity Hub,Geothermal Unicorn Fervo Energy Is Building a Massive Next-Gen Plant in Utah,"Fervo is using technology from the oil and gas industry to unlock vast stores of geothermal power under our feet.
The post Geothermal Unicorn Fervo Energy Is Building a Massive Next-Gen Plant in Utah appeared first on SingularityHub.","Between power-hungry AI data centers, domestic manufacturing growth, and electric vehicles, US electricity demand is set to soar in coming years, and utilities arent yet sure where the supply to meet… [+5566 chars]",https://singularityhub.com/2025/06/12/geothermal-unicorn-fervo-energy-is-building-a-massive-next-gen-plant-in-utah/,funding reduction kenya,2025-06-12 19:37:53+00:00
The Conversation Africa,African women entrepreneurs are a smart bet for climate change investment: research shows why,Women entrepreneurs in Africa may be leading the way in building long-term climate resilience.,Women in Africa are often framed as especially vulnerable to climate change. Our earlier research suggested that women entrepreneurs often face a “triple differential vulnerability” to climate risk c… [+8505 chars],https://theconversation.com/african-women-entrepreneurs-are-a-smart-bet-for-climate-change-investment-research-shows-why-252821,funding reduction kenya,2025-06-11 13:11:13+00:00
The Times of India,India showcases world's largest DRR financing system at UN disaster platform in Geneva,P.K. Mishra highlighted India's Disaster Risk Reduction financing at a Geneva event. India's system exceeds USD 28 billion. He advocated for global catalytic funding and knowledge exchange. Mishra commended the UN for its DRR financing efforts. He also met wi…,"Principal Secretary to the Prime Minister, PK Mishra, highlighted India's robust Disaster Risk Reduction (DRR) financing system--cumulatively exceeding USD 28 billion--and called for concrete, time-b… [+3606 chars]",https://economictimes.indiatimes.com/news/india/india-showcases-worlds-largest-drr-financing-system-at-un-disaster-platform-in-geneva/articleshow/121635865.cms,funding reduction kenya,2025-06-05 02:15:55+00:00
The Times of India,"Incremental positives in Vodafone Idea, but funding hinges on AGR clarity: Balaji Subramanian","Vodafone Idea's performance shows incremental positives with higher daily revenue and ARPU, but AGR relief is crucial for financial stability. The Supreme Court's openness to government relief measures offers hope. Starlink's high pricing in Bangladesh sugges…","""We will have to see what all steps the government can take without incurring the wrath of the Supreme Court. So, my sense is that one option can be to extend the timeline of the AGR payments, the ot… [+6474 chars]",https://economictimes.indiatimes.com/markets/expert-view/incremental-positives-in-vodafone-idea-but-funding-hinges-on-agr-clarity-balaji-subramanian/articleshow/121567298.cms,funding reduction kenya,2025-06-02 08:32:17+00:00
Plos.org,Community health worker–facilitated telehealth for moderate–severe hypertension care in Kenya and Uganda: A randomized controlled trial,"In a pilot RCT, Matthew D. Hickey and colleagues investigate whether community-based hypertension treatment, delivered through community health worker home visits and supervised by a clinician via telehealth, improves hypertension control more effectively tha…","Abstract
Background
Hypertension is underdiagnosed and undertreated in sub-Saharan Africa. Improving hypertension treatment within primary health centers can improve cardiovascular disease outcomes… [+53227 chars]",https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1004632,funding reduction kenya,2025-06-05 14:00:00+00:00
Skepticalscience.com,Skeptical Science New Research for Week #22 2025,"Open access notables

A new indicator can assess absorption capacity for carbon dioxide and ocean acidification, Wang et al., Communications Earth & Environment:


The ocean has absorbed 25% of anthropogenic carbon dioxide emissions over the past 40 years, …","Posted on 29 May 2025 by Doug Bostrom, Marc Kodack
Open access notables
A new indicator can assess absorption capacity for carbon dioxide and ocean acidification, Wang et al., Communications Earth … [+42538 chars]",https://skepticalscience.com/new_research_2025_22.html,funding reduction kenya,2025-05-29 06:09:40+00:00
Plos.org,"Reduction of tungiasis prevalence, intensity, and morbidity during a two-year long community-based tungiasis control project in a hyperendemic region in Karamoja, Uganda","Author summary Sand flea disease (tungiasis) is a common poverty-associated disease in many tropical countries that affects humans and animals. It causes pain, itching, and walking difficulties and can lead to social isolation and life-threatening bacterial o…","Abstract
Tungiasis is a widespread and debilitating zoonotic Neglected Tropical Disease (NTD). Manual extraction of the sand fleas with non-sterile sharp instruments is the most common but unsafe tr… [+59433 chars]",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013149,funding reduction kenya,2025-06-05 14:00:00+00:00
Plos.org,Mechanisms of fluoroquinolone resistance among Escherichia coli isolates from urinary tract infections in Thailand,"Escherichia coli is the major causative agent for urinary tract infections (UTIs), and fluoroquinolones (FQ) are commonly used in the treatment of patients with UTIs. The surge in FQ-resistant E. coli is an important public health threat worldwide. We investi…","Citation: Tewawong N, Kowaboot S, Lektrakul W, Supcharoengoon U, Watanagul N, Pitaksajjakul P (2025) Mechanisms of fluoroquinolone resistance among Escherichia coli isolates from urinary tract infect… [+31707 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0325175,funding reduction kenya,2025-05-30 14:00:00+00:00
Cdc.gov,Long-Term Clinical Outcomes of Adults Hospitalized for COVID-19 Pneumonia,Long-Term Clinical Outcomes of COVID-19 Pneumonia,"Disclaimer: Early release articles are not considered as final versions. Any changes will be reflected in the online version in the month the article is officially released.COVID-19, attributable to … [+31154 chars]",https://wwwnc.cdc.gov/eid/article/31/6/24-1097_article,funding reduction kenya,2025-05-20 04:00:00+00:00
Plos.org,Unmasking and tackling the underestimation of the cholera burden in Africa: A viewpoint,"Author summary Cholera is a severe diarrheal disease caused by drinking or eating food contaminated with a bacteria called Vibrio cholerae. The disease is most common in Asia and Africa. The seventh cholera outbreak, which reached Africa in the 1970s, is stil…","Abstract
Cholera remains a significant public health challenge in Africa, with the continent recording the highest Case Fatality Ratio of 1.9% among all regions from 2014 to 2023. Despite ongoing ef… [+28270 chars]",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013128,funding reduction kenya,2025-06-05 14:00:00+00:00
Plos.org,Clinical outcomes and management of tibial plateau fractures in Ethiopia: A prospective cohort study,"Background Tibial plateau fractures, accounting for approximately 1% of adult fractures, are often associated with significant long-term complications such as pain, stiffness, and posttraumatic arthrosis. The optimal treatment approach remains controversial, …","Citation: Worku AB, Kebede MA, Abate AD, Admassie SH, Girma M, Zewde BW, et al. (2025) Clinical outcomes and management of tibial plateau fractures in Ethiopia: A prospective cohort study. PLoS One 2… [+31297 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0323956,funding reduction kenya,2025-05-23 14:00:00+00:00
Plos.org,Changes in HIV incidence during the COVID-19 pandemic (2020–22) compared with the pre-pandemic period (2015–19) in Peru: An observational study,"Introduction During the COVID-19 pandemic, non-pharmaceutical interventions affected the screening of sexually transmitted infections. We investigated the incidence of HIV infection during the COVID-19 pandemic compared with incidence in the pre-pandemic peri…","Abstract
Introduction
During the COVID-19 pandemic, non-pharmaceutical interventions affected the screening of sexually transmitted infections. We investigated the incidence of HIV infection during… [+34356 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0324784,funding reduction kenya,2025-06-02 14:00:00+00:00
Plos.org,Household cost of accessing contraceptive services among women in Urban communities in Ghana,"Background In many developing nations, including Ghana, access to contraceptive services, remains a critical concern where urban areas face unique challenges in healthcare delivery. Despite various interventions, the financial burden of assessing these contra…","Citation: Kogoziga CK, Otoo DD, Gborgbortsi RK, Owusu R, Bawua SA (2025) Household cost of accessing contraceptive services among women in Urban communities in Ghana. PLoS One 20(6):
 e0325882.
htt… [+34023 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0325882,funding reduction kenya,2025-06-10 14:00:00+00:00
Thekenyatimes.com,Kenyan CEOs Advise Ruto's Govt on How to Grow Businesses,"More than 1,000 Kenyan CEOs from the private sector have issued advice to President William Ruto’s administration on urgent steps needed to revive and grow","More than 1,000 Kenyan CEOs from the private sector have issued advice to President William Rutos administration on urgent steps needed to revive and grow the economy.
According to findings from the… [+3087 chars]",https://thekenyatimes.com/business/1000-ceos-advise-rutos-govt-on-how-to-revive-economy/,funding reduction kenya,2025-06-17 16:07:55+00:00
Plos.org,Towards a one health approach to WASH to tackle zoonotic disease and promote health and wellbeing,"There is increasing awareness that exposure to animal faeces contributes to the global burden of diarrheal disease, as well as other zoonotic diseases. This recognition has prompted a re-evaluation of water, sanitation, and hygiene (WASH) interventions to add…","Abstract
There is increasing awareness that exposure to animal faeces contributes to the global burden of diarrheal disease, as well as other zoonotic diseases. This recognition has prompted a re-ev… [+65788 chars]",https://journals.plos.org/water/article?id=10.1371/journal.pwat.0000376,funding reduction kenya,2025-05-29 14:00:00+00:00
Plos.org,Molecular epidemiology and phylogeny of Anaplasma species in goats from Pakistan,"Despite a goat population of approximately 80 million in Pakistan during 2020−2021, the prevalence of vector-borne pathogens in goats remains largely underexplored. This study aimed to assess the molecular prevalence and phylogenetic characteristics of Anapla…","Citation: Sumaira S, Rehman M, Hussain A, Mehmood R, Ashraf N, Giantsis IA, et al. (2025) Molecular epidemiology and phylogeny of Anaplasma species in goats from Pakistan. PLoS One 20(5):
 e0325467.… [+24896 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0325467,funding reduction kenya,2025-05-30 14:00:00+00:00
Plos.org,"Rhus vulgaris Meikle fruit-mediated silver nanoparticles: Synthesis, characterization, and potential for sun protection, antioxidant and antibacterial applications","This study investigates the synthesis of silver nanoparticles (AgNPs) using Rhus vulgaris fruit extract (RVFE) and evaluates their antioxidant, antibacterial, and UV protection properties. R. vulgaris, a member of the Anacardiaceae family, is known for its ri…","Abstract
This study investigates the synthesis of silver nanoparticles (AgNPs) using Rhus vulgaris fruit extract (RVFE) and evaluates their antioxidant, antibacterial, and UV protection properties. … [+47758 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0324799,funding reduction kenya,2025-05-22 14:00:00+00:00
Plos.org,Statistical models for predicting the number of under-five mortality in Nepal,Background Nepal has experienced the glacial reduction of under-five mortality in recent years which portends greater challenges to achieve the global target outlined in the Sustainable Development Goals (SDGs) for reducing childhood mortality. To resolve thi…,"Abstract
Background
Nepal has experienced the glacial reduction of under-five mortality in recent years which portends greater challenges to achieve the global target outlined in the Sustainable De… [+80890 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0324321,funding reduction kenya,2025-05-21 14:00:00+00:00
Plos.org,Determinants of incomplete immunization and factors for missed opportunities in urban Dhaka: A cross-sectional study,"Most vaccinations in the immunization schedule need two or more doses to elicit a protective immune response. Therefore, completion of all doses is crucial for achieving the best possible immunity. The objective of this study was to investigate the factors in…","Abstract
Most vaccinations in the immunization schedule need two or more doses to elicit a protective immune response. Therefore, completion of all doses is crucial for achieving the best possible i… [+36227 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0326116,funding reduction kenya,2025-06-17 14:00:00+00:00
Plos.org,"Maternal health care services utilization and associated factors among pregnant women in Kersa district, Jimma zone, Southwest Ethiopia","Background Ethiopia has a high rate of maternal mortality, documented at 412 deaths per 100,000 live births in 2016. One of the most important interventions to reduce maternal death from pregnancy-related problems is the use of maternal health care services. …","Abstract
Background
Ethiopia has a high rate of maternal mortality, documented at 412 deaths per 100,000 live births in 2016. One of the most important interventions to reduce maternal death from p… [+44800 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0323977,funding reduction kenya,2025-05-29 14:00:00+00:00
Plos.org,Unravelling genetic differentiation between Glossina brevipalpis populations from two distant National Parks in Mozambique,"Author summary African trypanosomoses (AT), is caused by single celled parasites of the genus Trypanosoma. These have plagued the African continent for centuries, affecting both humans and animals. Its principal vector, tsetse flies, can be found across sub-S…","Abstract
African trypanosomosis (AT), caused by protozoan parasites of the genus Trypanosoma, has plagued the African continent for centuries, affecting both humans and animals. Its principal vector… [+59897 chars]",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0012953,funding reduction kenya,2025-05-30 14:00:00+00:00
Plos.org,Does schistosome infection affect behavior through the gut-brain axis?,"Author summary Our research focuses on the interplay between schistosome infection, host microbiome composition, host behavior, and inflammation in a mouse model. This work aimed to understand the potential effects of schistosome-induced microbiome disruption…","Abstract
Parasitic helminths infect over 2 billion people, primarily those living in poverty. Helminth infections typically establish in early childhood and persist through critical periods of growt… [+67589 chars]",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013088,funding reduction kenya,2025-06-12 14:00:00+00:00
Plos.org,The effect of Nigella Sativa emulgel on episiotomy wound healing and pain intensity in primiparous women: A triple-blind randomized controlled trial,"Background Episiotomy, a common surgical procedure during childbirth, often leads to complications such as pain, infection, and delayed healing. Nigella sativa has demonstrated anti-inflammatory and wound-healing properties in prior studies and have received …","Abstract
Background
Episiotomy, a common surgical procedure during childbirth, often leads to complications such as pain, infection, and delayed healing. Nigella sativa has demonstrated anti-inflam… [+42159 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0325112,funding reduction kenya,2025-06-04 14:00:00+00:00
Plos.org,"Real-time dynamic monitoring and multiplex PCR identification of vector mosquitoes in Zhejiang, China","Author summary Surveillance of mosquito vectors has always been an indispensable component in the prevention and control of mosquito-borne viral and parasitic diseases. However, traditional mosquito surveillance methods like human landing catches, human-baite…","Abstract
The monitoring and identification of mosquito vectors are crucial for controlling the transmission of mosquito-borne diseases. Traditional mosquito morphological identification and surveill… [+53344 chars]",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013129,funding reduction kenya,2025-05-27 14:00:00+00:00
Mother Jones,This Program Keeps Portland Clean—and Offers Unhoused People Some Dignity,"This story was originally published by Grist and Street Roots and is reproduced here as part of the Climate Desk collaboration. On a Thursday morning in Portland’s Old Town neighborhood, two dozen people mill around a warehouse, waiting for the results of a l…","Ground Score sees its mission as building community while changing societys perceptions of what and who is considered valuable. Brodie Cass Talbott
Get your news from a source thats not owned and co… [+16348 chars]",https://www.motherjones.com/environment/2025/06/portland-oregon-program-ground-score-glitter-waste-pickers-homeless-unhoused-jobs/,funding reduction kenya,2025-06-01 10:00:00+00:00
Plos.org,Assessing sustainability on the modern Silk Road: An objective weighting methodological approach,"The Silk Road Economic Belt (SREB), a major 21st-century initiative, aims to revive the historic Silk Road by connecting Asia, Europe, and Africa through a network of trade and cultural exchange routes. This study aims to assess sustainable development across…","Abstract
The Silk Road Economic Belt (SREB), a major 21st-century initiative, aims to revive the historic Silk Road by connecting Asia, Europe, and Africa through a network of trade and cultural exc… [+54989 chars]",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0324538,funding reduction kenya,2025-05-20 14:00:00+00:00
Biztoc.com,Bill Gates Commits Majority Of $200 Billion Foundation Budget To Africa Over Next 20 Years Amid Trump's Massive USAID Cuts,"Tech Billionaire Bill Gates, Chair of the Gates Foundation, has committed to allocating the majority of the foundation’s $200 billion spend over the next two decades to Africa. The announcement was made during his address at the African Union’s Nelson Mandela…","Market Summary Markets rocked by Middle East tensions as oil prices spike over 11%, safe-haven gold jumps, and U.S. stock futures slump. Investors weigh geopolitical conflict risks against persistent inflation uncertainties and mixed economic data, fueling volatility across equities and energy sectors.

Israel Strikes Iran's Nuclear Sites, Killing Top Commanders... Retaliation Looms Iran Launches 100 Drones at Israel as Tensions Escalate Israel launched extensive airstrikes on Iran's nuclear sites and military leadership, killing top commanders and escalating Middle East tensions. Iran retaliated with drone attacks on Israel, raising fears of a broader regional conflict with significant impacts on global oil markets and security.

Figure of the Day 11% - Surge in oil prices following Middle East conflict escalation after Israeli strikes in Iran.

Oil Soars Amid Israel’s Attack on Iran... Markets Reel Stock Futures Plunge 430 Points as Middle East Tensions Spike Global markets reacted sharply to the Israel-Iran conflict with oil prices surging and stock futures tumbling. Energy prices hit multi-month highs amid fears of supply disruptions, while safe-haven assets like gold rallied. Investors remain jittery over the escalating geopolitical risks.

Air India Boeing 787 Crashes After Takeoff, Over 240 Dead Boeing Shares Plunge 8% After Deadly Air India Crash The Air India Boeing 787 Dreamliner crashed shortly after takeoff in India, killing over 240 people. This tragic accident raises serious concerns over Boeing's safety record and impacts the aerospace sector.

Bullish Meta’s $14.3 Billion Bet on Scale AI Signals AI Investment Surge Meta Platforms invested $14.3 billion in Scale AI, signaling strong confidence in AI’s growth and advancing superintelligence development by recruiting Scale’s CEO. More on benzinga.com

Judge Orders Trump to Return California National Guard to Governor Appeals Court Blocks Order Returning Guard Control to California U.S. federal judge orders President Trump to return control of the California National Guard to Governor Gavin Newsom amidst legal battles over troop deployments for immigration protests. Appeals court temporarily blocks the order, intensifying the political showdown.

Trump Blocks California’s 2035 Gas Car Ban—Climate Fight Heats Up Trump Signs Resolution Overturning California EV Mandate President Trump signed legislation blocking California’s ban on gas-powered car sales by 2035, overturning state climate rules. This marks a major setback for environmental goals and reignites tensions over federal-state regulatory authority in automotive standards.

Bearish Air India Boeing 787 Crash Kills Over 240, Deepens Boeing Crisis The Air India Dreamliner crash in India killing over 240 passengers marks a severe blow to Boeing’s safety reputation and challenges its recovery efforts. More on asia.nikkei.com

Meta Pours $14.3 Billion Into Scale AI, Lures CEO Away Meta Platforms invests $14.3 billion in Scale AI, a data-labeling startup valued at $29 billion, and recruits its CEO Alexandr Wang to lead AI development. This deepens Meta’s push into artificial intelligence amid fierce tech industry competition.

AMD Unveils AI Chips to Take On Nvidia... AI Race Heats Up Advanced Micro Devices (AMD) unveils new AI-focused server chips aiming to challenge Nvidia's dominance, showcasing its MI350X and MI355X GPUs designed for high performance in AI workloads and data centers.

Regulatory Impact Trump administration blocks California's gas-powered car sales ban by 2035, reversing state-level climate regulations; U.S. court orders return of California National Guard control amid political dispute.

Bitcoin Falls Below $104K as Geopolitics Roil Markets Gold-Backed Cryptos Surge with Safe-Haven Demand... Outshine Bitcoin Cryptocurrencies dove amidst Middle East tensions; Bitcoin dipped below $104,000 while gold-backed cryptos surged as investors sought safe havens. Institutional interest continues as crypto firms plan new credit lines and credit cards with bitcoin rewards.

US-China Trade Talks Advance... 55% Tariffs Agreement Reached Carney Hopes for US-Canada Security and Trade Pact Soon Trade talks progress cautiously with US and China, including an agreed compromise on export tariffs and critical minerals. However, tensions persist as both sides eye further negotiations amid ongoing geopolitical friction and economic competition.

Quote Israel will never allow those who call for our annihilation to develop the means to achieve that goal.

— Israeli Prime Minister Benjamin Netanyahu

Massive Google Cloud Outage Disrupts Spotify, OpenAI... Global Impact Internet Platforms Hit by Widespread Outages Amid Google Cloud Issues Tech outages hit major services globally as a Google Cloud disruption cascaded through platforms like Spotify and OpenAI. The incident exposed vulnerabilities in cloud infrastructure with widespread user impact and multi-industry concerns.

Europe Delays Stricter Banking Rules Until 2027 Disney, NBC Sue AI Firm Midjourney Over Copyright Claims Regulatory and legal challenges escalate: The UK delays banking rule changes, Disney and NBC sue AI firm Midjourney over alleged copyright infringement, and the US FTC probes potential political bias in major advertising mergers.

Tesla Sues Ex-Engineer for Stealing Robot Trade Secrets Tesla sues former engineer accused of theft of trade secrets related to its Optimus humanoid robot project, highlighting corporate battles over AI robotics intellectual property.

US Producer Prices Rise Modestly in May Amid Mild Inflation Jobless Claims Persist at 8-Month High, Fed Rate Cut Hopes Dim Investors absorb mixed US economic signals as producer prices rise modestly and jobless claims remain high amid inflation uncertainty. Federal Reserve policy expectations hang in the balance with debates over rate cuts and economic growth risks.

Senator Alex Padilla Forcibly Removed at DHS Press Conference Democrats Demand Testimony After Padilla’s Forced Detention Lawmakers' dispute heats up with Democratic Senator Alex Padilla forcibly removed from a DHS press conference amid ICE raids protests, raising concerns about political tensions and law enforcement actions during immigration enforcement.",https://biztoc.com/x/ea37e5afbc57516f,Unknown,2025-06-03 07:15:41+00:00
