keyword,source,author,title,description,content,summary,full_text,publishedAt,url,language
usaid budget cut,Business Insider,Catherine Boudreau,Why these Americans agree with the DOGE firings: 'Welcome to the real world',Six Americans said they didn't want their tax dollars to pay for high salaries and generous benefits for certain government employees.,"Chip Somodevilla/Getty Images
<ul><li>Business Insider has been covering stories of federal workers fired by the White House DOGE office.</li><li>Some readers told BI they had limited sympathy.</li>… [+10795 chars]",,,2025-05-23T07:19:01Z,https://www.businessinsider.com/why-americans-agree-with-doge-firings-federal-workers-pensions-pay-2025-5,
usaid budget cut,Time,Nik Popli,"As Musk Leaves DOGE, What Comes Next After the Billionaire’s Government Experiment?","Elon Musk exits DOGE after a chaotic tenure slashing agencies, sparking lawsuits, and reshaping Washington.","When Elon Musk launched into his government crusade with a chainsaw in hand at the Conservative Political Action Conference in February, few in Washington understood just how disruptive his tenure wo… [+7718 chars]",,,2025-05-29T20:44:54Z,https://time.com/7289870/elon-musk-trump-leaving-administration-doge/,
usaid budget cut,Gizmodo.com,Matt Novak,‘KILL THE BILL’: Why Elon Musk Is Throwing a Fit Over the Budget,The billionaire oligarch isn't happy with Trump's Big Beautiful Bill.,Elon Musk has spent the past two days tweeting incessantly about the massive budget bill passed in the U.S. House and is currently being worked on in the Senate. The bill is a massive transfer of wea… [+6255 chars],,,2025-06-05T12:35:32Z,https://gizmodo.com/kill-the-bill-why-elon-musk-is-throwing-a-fit-over-the-budget-2000611308,
usaid budget cut,Gizmodo.com,Matt Novak,Elon Musk Won’t Stop Whining,Fascists always think they're the real victims.,"Just a few months ago, Elon Musk was wielding a chainsaw on stage at CPAC as he bragged about how he was going to dismantle the federal government. The billionaire oligarch helped shut down USAID, ac… [+5742 chars]",,,2025-05-28T18:57:54Z,https://gizmodo.com/elon-musk-wont-stop-whining-2000608254,
usaid budget cut,Quartz India,Niamh Rowe,Elon Musk fires back at Bill Gates over claim that DOGE cuts are 'killing' poor children,Elon Musk has hit back at Bill Gates’s claim that his cuts to the U.S. foreign aid budget will kill millions of children.Read more...,"In This Story
Elon Musk has hit back at Bill Gatess claim that his cuts to the U.S. foreign aid budget will kill millions of children.
Who does Bill Gates think he is to make comments about the wel… [+2693 chars]",,,2025-05-21T14:35:00Z,https://qz.com/elon-musk-doge-usaid-bill-gates-hiv-aids-children-1851781687,
usaid budget cut,Al Jazeera English,Al Jazeera,Has DOGE really saved the US government $180bn?,"Elon Musk first claimed the department would make savings of $2 trillion, but what do the figures really show?",President Donald Trump and adviser Elon Musk celebrated their efforts to slash federal spending before Musk stepped away from his White House work. Musk wore a black DOGE hat over a bruised right eye… [+11355 chars],,,2025-06-06T11:21:51Z,https://www.aljazeera.com/news/2025/6/6/has-doge-really-saved-the-us-government-180bn,
usaid budget cut,Forbes,"Thomas Brewster, Forbes Staff, 
 Thomas Brewster, Forbes Staff
 https://www.forbes.com/sites/thomasbrewster/",Trump Is Trying To Defund An Agency That Saves Billions In Taxpayer Money,The White House wants to slash the $85 million budget to $0 for the inspector general’s office that focuses on investigating fraud in foreign aid.,"President Trump isn't just trying to get rid of USAID, he has plans to defund the agency that investigates the foreign aid department for fraud, waste and child abuse, among other crimes. (Photo by A… [+6789 chars]",,,2025-06-13T18:05:21Z,https://www.forbes.com/sites/thomasbrewster/2025/06/13/trump-defunding-an-agency-saving-billions-in-taxpayer-money/,
usaid budget cut,Al Jazeera English,Al Jazeera Staff,‘Disgusting abomination’: Why is Elon Musk slamming Trump’s budget bill?,"Musk's criticism underscores the divide among conservatives over the bill, which could ramp up US debt.","Billionaire Elon Musk has lashed out at United States President Donald Trumps budget bill, describing it as a disgusting abomination, less than a week after he left the administration and at a time w… [+5792 chars]",,,2025-06-04T12:17:32Z,https://www.aljazeera.com/news/2025/6/4/disgusting-abomination-why-is-elon-musk-slamming-trumps-budget-bill,
usaid budget cut,Forbes,"Kelly Phillips Erb, Forbes Staff, 
 Kelly Phillips Erb, Forbes Staff
 https://www.forbes.com/sites/kellyphillipserb/",House Moves To Claw Back Money From Public Broadcasting And Foreign Aid,"The House is seeking to rescind $9.4 billion in funding for National Public Radio (NPR), the Public Broadcasting System (PBS), and the United States Agency for International Development (USAID) using a move known as rescission.","People participate in a rally to call on Congress to protect funding for US public broadcasters, Public Broadcasting Service (PBS) and National Public Radio (NPR), outside the NPR headquarters in Was… [+5942 chars]",,,2025-06-12T14:06:37Z,https://www.forbes.com/sites/kellyphillipserb/2025/06/12/house-moves-to-claw-back-money-from-public-broadcasting-and-foreign-aid/,
usaid budget cut,Grist,"Graham Lee Brewer, The Associated Press",Cuts to USAID severed longstanding American support for Indigenous peoples around the world,"Without U.S. funding, Indigenous communities in Peru and elsewhere face increasing threats to their land, livelihoods, and human rights.","This story was published in partnership with The Associated Press.
Miguel Guimaraes Vásquez fought for years to protect his homeland in the Peruvian Amazon from deforestation related to the cocaine … [+7870 chars]",,,2025-06-04T14:00:00Z,http://grist.org/indigenous/cuts-to-usaid-severed-longstanding-american-support-for-indigenous-people-in-the-amazon/,
usaid budget cut,Business Insider,bmetzger@insider.com (Bryan Metzger),Here's the $9.4 billion in DOGE cuts that Trump is asking Congress to approve,"The foreign aid and public broadcasting cuts could be the first of several ""rescission"" requests sent to Congress in the coming months.","For months, DOGE has been cutting federal spending without consulting Congress. Now, the White House is asking lawmakers to vote to make some of those cuts permanent.
President Donald Trump's Office… [+3469 chars]",,,2025-06-03T22:10:44Z,https://www.businessinsider.com/doge-cuts-npr-pbs-foreign-aid-request-2025-6,
usaid budget cut,The New Republic,The Daily Blast with Greg Sargent,Transcript: Trump Rages at GOP Bill Fiasco as Elon Admits It’s a Scam,"The following is a lightly edited transcript of the June 4 episode of the Daily Blast podcast. Listen to it here.
Greg Sargent: This is The Daily Blast from The New Republic, produced and presented by the DSR network. I’m your host, Greg Sargent.
President …","Sargent: Yeah. Speaking of that, we should clarify that Trump is just lying in saying theyll only cut waste, fraud, and abuse. The bill would cut hundreds of billions of dollars from Medicaid and pot… [+2727 chars]",,,2025-06-04T10:48:02Z,https://newrepublic.com/article/196100/transcript-trump-rages-gop-bill-fiasco-elon-admits-it-scam,
usaid budget cut,CBS News,Kaia  Hubbard,White House asks Congress to claw back $9.4 billion in approved funding,"The package would cancel $9.4 billion in funding that Congress previously appropriated for NPR, PBS and USAID.","Washington — The White House on Tuesday sent a formal request to Congress to claw back funding for NPR, PBS and international aid that lawmakers had previously approved. 
The package would cancel $9… [+3875 chars]",,,2025-06-03T20:35:22Z,https://www.cbsnews.com/news/white-house-asks-congress-claw-back-funding-rescission-package/,
usaid budget cut,TheBlaze,Christopher Bedford,Republicans to watch when Trump’s $9.4 billion cut comes to the Senate,"In an age of unprecedented national debt, $9.4 billion is just a drop in a bucket, coming in at about 27 bucks per American. But still — still! — it might not pass the U.S. Senate, where it’s headed after the House of Representatives’ yes vote on Thursday. Th…","In an age of unprecedented national debt, $9.4 billion is just a drop in a bucket, coming in at about 27 bucks per American. But still still! it might not pass the U.S. Senate, where its headed after… [+7922 chars]",,,2025-06-13T15:52:25Z,https://www.theblaze.com/columns/opinion/republicans-to-watch-when-trumps-9-4-billion-cut-comes-to-the-senate,
usaid budget cut,Daily Signal,George Caldwell,"Freedom Caucus Chief Outlines Strategy to Cut Spending, the Deficit","A few hours before a House vote on whether to defund foreign aid and public broadcasting, House Freedom Caucus Chairman Rep. Andy Harris, R-Md., shared... Read More
The post Freedom Caucus Chief Outlines Strategy to Cut Spending, the Deficit appeared first on…","A few hours before a House vote on whether to defund foreign aid and public broadcasting, House Freedom Caucus Chairman Rep. Andy Harris, R-Md., shared his thoughts on how a heavily indebted America … [+5638 chars]",,,2025-06-12T18:20:32Z,https://www.dailysignal.com/2025/06/12/freedom-caucus-boss-lays-strategy-cut-deficit/,
usaid budget cut,Al Jazeera English,Al Jazeera,‘Not really leaving’: Trump bids goodbye to Elon Musk at White House event,"The billionaire's exit from DOGE throws the panel's future into uncertainty, but Musk says he will remain an 'adviser'.","United States President Donald Trump has bid goodbye to Elon Musk at a White House event marking the billionaires departure from his role in government.
Speaking from the Oval Office on Friday, Trum… [+4818 chars]",,,2025-05-30T21:14:01Z,https://www.aljazeera.com/news/2025/5/30/not-really-leaving-trump-bids-goodbye-to-elon-musk-at-white-house-event,
usaid budget cut,Vox,"Denise.Guerra, Sean Rameswaram",What happens to DOGE without Elon Musk?,"Elon Musk may be gone from the Trump administration — and his friendship status with President Donald Trump may be at best uncertain — but his whirlwind stint in government certainly left its imprint.  The Department of Government Efficiency (DOGE), his pet g…",Elon Musk holds a news conference with President Donald Trump to mark the end of his tenure as a special government employee overseeing DOGE on May 30 in the Oval Office of the White House. | Tom Bre… [+6177 chars],,,2025-06-12T20:09:00Z,https://www.vox.com/today-explained-podcast/416619/elon-musk-doge-government-elaine-kamarck-interview,
usaid budget cut,Daily Signal,George Caldwell,House Budget Hawks Cheer DOGE Package,"The White House’s delivery to the House of Representatives of a package that would codify some of the Department of Government Efficiency’s cuts into law... Read More
The post House Budget Hawks Cheer DOGE Package appeared first on The Daily Signal.",The White Houses delivery to the House of Representatives of a package that would codify some of the Department of Government Efficiencys cuts into law was greeted with enthusiasm by the fiscally haw… [+4948 chars],,,2025-06-03T23:10:00Z,https://www.dailysignal.com/2025/06/03/doge-package-cheered-house-budget-hawks/,
usaid budget cut,Raw Story,Matthew Chapman,Trump to raid foreign aid budget he promised to cut for 'self-deportation' payoffs: report,"President Donald Trump will take money out of accounts intended for foreign aid as part of his plan to pay immigrants to leave the country, The Washington Post reported on Tuesday morning.This plan, devised in secret, ""was in development before a related May …","President Donald Trump will take money out of accounts intended for foreign aid as part of his plan to pay immigrants to leave the country, The Washington Postreported on Tuesday morning.
This plan,… [+2075 chars]",,,2025-05-20T12:53:27Z,https://www.rawstory.com/trump-to-raid-foreign-aid-budget-he-promised-to-cut-for-self-deportation-payoffs-report/,
usaid budget cut,Al Jazeera English,Ali Harb,Trump-Musk feud escalates: What happened? And what comes next?,"Elon Musk suggests Donald Trump should be impeached, as US president says the former DOGE adviser 'went CRAZY'.","Washington, DC The ties between United States President Donald Trump and billionaire Elon Musk have seen highs and lows throughout the years.
But it all came crashing down on Thursday after months o… [+9018 chars]",,,2025-06-06T00:57:34Z,https://www.aljazeera.com/news/2025/6/6/trump-musk-feud-escalates-what-happened-and-what-comes-next,
usaid budget cut,Forbes,"Kelly Phillips Erb, Forbes Staff, 
 Kelly Phillips Erb, Forbes Staff
 https://www.forbes.com/sites/kellyphillipserb/","House Approves Bill That Would Claw Back $9.4 Billion In Funding, Now Moves To Senate",The House of Representatives voted in favor of a bill to rescind $9.4 billion in funding for public broadcasting (including public radio and public TV) and international aid.,"WASHINGTON, DC - JUNE 9: The U.S, Capitol Building seen at dusk on June 9, 2025 in Washington, DC. (Photo by Kevin Carter/Getty Images)
Getty Images
As expected, the House of Representatives voted … [+4530 chars]",,,2025-06-13T12:34:37Z,https://www.forbes.com/sites/kellyphillipserb/2025/06/13/house-approves-bill-that-would-claw-back-94-billion-in-funding-now-moves-to-senate/,
usaid budget cut,Daily Signal,George Caldwell,House GOP Passes DOGE Cuts by a Whisker After Chaos on Floor,"The House Republicans successfully passed a rescissions package to cut $9.4 billion from foreign aid and public broadcasting Thursday, in the first major codification of... Read More
The post House GOP Passes DOGE Cuts by a Whisker After Chaos on Floor appear…","The House Republicans successfully passed a rescissions package to cut $9.4 billion from foreign aid and public broadcasting Thursday, in the first major codification of President Donald Trumps effor… [+3122 chars]",,,2025-06-12T20:01:08Z,https://www.dailysignal.com/2025/06/12/house-gop-passes-doge-cuts-by-a-whisker-after-chaos-on-floor/,
usaid budget cut,RT,RT,MEPs urge Brussels to cut all funding for Budapest,Members of the European Parliament have urged a full freeze of Hungary’s EU funding for violating ‘values’ Read Full Article at RT.com,Over 20 members of the European Parliament have urged the European Commission to immediately freeze all EU funding to Hungary as a means of putting pressure on Prime Minister Viktor Orban’s governmen… [+2365 chars],,,2025-05-23T09:30:13Z,https://www.rt.com/news/618035-hungary-eu-funding-letter/,
usaid budget cut,Nakedcapitalism.com,Yves Smith,"Musk Might Be Gone, But Watchdogs Warn Trump/DOGE Carnage Will Continue","""Musk's departure ....does not actually change.... DOGE's mission to destroy everything that protects the public from....rapacious oligarchs""","Yves here. Not surprisingly, the crowd-pleasing bits of DOGE agency-wrecking, like the claim that the USAID, particularly its regime change operating, were being shuttered, proved to be abjectly fals… [+4864 chars]",,,2025-05-31T10:07:45Z,https://www.nakedcapitalism.com/2025/05/musk-might-be-gone-but-watchdogs-warn-trump-doge-carnage-will-continue.html,
usaid budget cut,Daily Signal,George Caldwell,House Rescissions Seen as a Make-Or-Break Chance to Codify DOGE,"House Republicans on Thursday will face perhaps the greatest test yet of whether they mean business about decreasing the size of the federal government. The... Read More
The post House Rescissions Seen as a Make-Or-Break Chance to Codify DOGE appeared first o…","House Republicans on Thursday will face perhaps the greatest test yet of whether they mean business about decreasing the size of the federal government.
The House Republican Conference will vote on … [+4251 chars]",,,2025-06-11T21:50:09Z,https://www.dailysignal.com/2025/06/11/house-rescissions-make-break-chance-codify-doge/,
usaid budget cut,ProPublica,by Brett Murphy and Anna Maria Barry-Jester,"Death, Sexual Violence and Human Trafficking: Fallout From U.S. Aid Withdrawal Hits the World’s Most Fragile Locations","by Brett Murphy and Anna Maria Barry-Jester 
 

 
 
 ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as they’re published.

 

 

 
 



 
American diplomats in at least two countries have r…","ProPublica is a nonprofit newsroom that investigates abuses of power. Sign up to receive our biggest stories as soon as theyre published.
American diplomats in at least two countries have recently d… [+11648 chars]",,,2025-05-28T18:45:00Z,https://www.propublica.org/article/trump-usaid-malawi-state-department-crime-sexual-violence-trafficking,
usaid budget cut,Forbes,"Michael T. Nietzel, Senior Contributor, 
 Michael T. Nietzel, Senior Contributor
 https://www.forbes.com/sites/michaeltnietzel/",Federal Cuts Force Hiring and Raise Pauses At Johns Hopkins University,Johns Hopkins University has announced several belt-tightening measures to address the financial pressures caused by the Trump administration’s funding cutbacks.,"Johns Hopkins University announces four immediate cost containment measures in an attempt to ... More stabilize ts finances.
getty
The leadership of Johns Hopkins University announced on Monday tha… [+6053 chars]",,,2025-06-03T10:22:04Z,https://www.forbes.com/sites/michaeltnietzel/2025/06/03/federal-cuts-force-hiring-and-raise-pauses-at-johns-hopkins-university/,
usaid budget cut,New York Magazine,Ed Kilgore,Vought Asks Congress to Rubber-Stamp DOGE Cuts,"Russell Vought asks Congress to rubber-stamp DOGE cuts via rescissions. With Elon Musk gone, the next phase of Team Trump’s effort to gut federal programs is now underway.",Elon Musks departure from DOGE signals a winding down of the Trump administrations most notorious scheme for blowing up the federal bureaucracy and generating savings to be used for tax-cut goodies (… [+4617 chars],,,2025-06-04T21:12:32Z,http://nymag.com/intelligencer/article/vought-asks-congress-to-rubber-stamp-doge-cuts.html,
usaid budget cut,Snopes.com,Grace Deng,A complete guide to the Trump vs. Musk feud,"How tech billionaire Elon Musk's criticism of U.S. President Donald Trump's ""Big, Beautiful Bill in 2025 turned into a Big, Bickering Blowout.","Al Jazeera. ""'I Love the President': Trump, Musk Heap on Praise in Gushy Interview."" Al Jazeera, 19 Feb. 2025, www.aljazeera.com/news/2025/2/19/trump-musk-lavish-each-other-with-praise-as-they-defend… [+10647 chars]",,,2025-06-06T23:17:00Z,https://www.snopes.com//news/2025/06/06/trump-musk-feud-guide/,
usaid budget cut,Thenation.com,Adam Weinstein,Trump Is Blowing Up Soft Power,"Adam Weinstein



And he’s shooting America’s diplomats in the foot.




The post Trump Is Blowing Up Soft Power appeared first on The Nation.","And hes shooting Americas diplomats in the foot.
Ad Policy
Joseph Nye, the father of the concepts of soft power, smart power and hard power, speaks by videoconference at the Paris Defence and Strat… [+10956 chars]",,,2025-06-11T09:30:00Z,https://www.thenation.com/article/world/trump-diplomacy-power-aid-development/,
usaid budget cut,RT,RT,DOGE staff fear being axed by DOGE – WSJ,US Department of Government Efficiency (DOGE) employees are reportedly worried about layoffs following Elon Musk’s departure Read Full Article at RT.com,US Department of Government Efficiency (DOGE) staff are concerned they could become the next targets of the cost-cutting drive they helped implement following a rift between President Donald Trump an… [+2373 chars],,,2025-06-09T20:57:15Z,https://www.rt.com/news/618865-doge-musk-employees-layoffs/,
usaid budget cut,Al Jazeera English,Al Jazeera Staff,South Africa’s Ramaphosa to visit Trump: Can they fix tricky relations?,The two countries have clashed over alleged persecution of white South Africans and Israel's war on Gaza.,"South Africas President Cyril Ramaphosa will begin a state visit to the United States on Monday in what his government describes as an attempt to reset the relationship between the two countries, whi… [+10276 chars]",,,2025-05-19T06:40:59Z,https://www.aljazeera.com/news/2025/5/19/south-africas-ramaphosa-to-visit-trump-can-they-fix-tricky-relations,
usaid budget cut,Raw Story,Tom Boggioni,'You couldn't make this up': MSNBC host stunned as GOP 'sets itself up' for fall,"The GOP-majority House leadership's attempt to force through a budget bill that would gut support and protections for the poor, coming on the heels of billionaire Elon Musk boasting about government cuts, is handing the Democratic party a major gift.That is t…","The GOP-majority House leadership's attempt to force through a budget bill that would gut support and protections for the poor, coming on the heels of billionaire Elon Musk boasting about government … [+1607 chars]",,,2025-05-21T11:28:30Z,https://www.rawstory.com/trump-make-this-up-math/,
usaid budget cut,Thenation.com,Alfred McCoy,President Trump Is Demolishing America’s Global Soft Power,"Alfred McCoy



Trump’s sharp cuts to humanitarian aid will ensure that the United States’ soft power crumbles, doing lasting damage to its international standing.




The post President Trump Is Demolishing America’s Global Soft Power appeared first on The…","Trumps sharp cuts to humanitarian aid will ensure that the United States soft power crumbles, doing lasting damage to its international standing.
Ad Policy
Employees and supporters protest outside … [+17643 chars]",,,2025-06-03T09:00:00Z,https://www.thenation.com/?post_type=article&p=558356,
usaid budget cut,Dianeravitch.net,dianeravitch,Trump Will Cut More Federal Workers Next Year,"Since his second inauguration, Trump has fired tens of thousands of federal workers, based on snap recommendations by Elon Musk’s team of whippersnappers. They have gone into government departments and agencies and decided in a day or so which workers to fire…","Since his second inauguration, Trump has fired tens of thousands of federal workers, based on snap recommendations by Elon Musk’s team of whippersnappers. They have gone into government departments a… [+5030 chars]",,,2025-06-10T14:00:00Z,https://dianeravitch.net/2025/06/10/trump-will-cut-more-frderal-wworkers-bext/,
usaid budget cut,New York Post,Ryan King,"House passes bill to claw back $9.4B, codify cuts to PBS and NPR","Republicans had faced backlash last month after tech mogul Elon Musk publicly backed complaints that Congress hadn't codified any of his DOGE work, despite promising to do so.","House Republicans narrowly passed a bill Thursday to cut $9.4 billion worth of federal spending, effectively codifying several actions by the Department of Government Efficiency (DOGE).
The so-calle… [+3395 chars]",,,2025-06-12T19:59:20Z,https://nypost.com/2025/06/12/us-news/house-passes-bill-to-claw-back-9-4b-codify-cuts-to-pbs-and-npr/,
usaid budget cut,CleanTechnica,Carolyn Fortuna,Why Musk Skipped Over US Military Excess In His DOGE Efficiency Goals,"Over Memorial Day Weekend, 37,000 flags planted on Boston Common were a solemn tribute to Massachusetts’ state war dead through the generations. Meanwhile, tens of thousands of Veterans Administration (VA) employees were in shock as they prepared for deep sta…","Over Memorial Day Weekend, 37,000 flags planted on Boston Common were a solemn tribute to Massachusetts’ state war dead through the generations. Meanwhile, tens of thousands of Veterans Administratio… [+7969 chars]",,,2025-05-29T00:07:38Z,https://cleantechnica.com/2025/05/28/why-musk-skipped-over-us-military-excess-in-his-doge-efficiency-goals/,
usaid budget cut,Forbes,"David Rosowsky, Contributor, 
 David Rosowsky, Contributor
 https://www.forbes.com/sites/davidrosowsky/",A Thousand Cuts To Higher Education: When ‘To What End?’ Gives Way To ‘What To End?’ (And ‘Where To Next?’),Threats and changes are happening so quickly and there are so many to track that the impacts are becoming incalculable. Higher ed is on the verge of “throw up the hands” moment that neither the institutions nor the nation can afford.,"Authors note: This essay is not political, either overtly or in its underlying message. It is not partisan, nor is it part of a lobbying effort. It is (I hope) neither defensive nor offensive. Rather… [+15582 chars]",,,2025-06-13T19:57:45Z,https://www.forbes.com/sites/davidrosowsky/2025/06/13/a-thousand-cuts-to-higher-education-when-to-what-end-gives-way-to-what-to-end-and-where-to-next/,
usaid budget cut,MSNBC,Michael Steele,Republicans have to decide if they stand with DOGE's death and destruction,Republicans in Congress will soon face a vote on whether they stand by Elon Musk and the Trump administration’s unlawful cuts to lifesaving foreign aid.,"Congress will soon face a vote that goes far beyond dollars and cents. Its a vote about who lives, who dies and whether the United States still recognizes the difference.
Republican lawmakers have l… [+5871 chars]",,,2025-06-12T10:00:00Z,https://www.msnbc.com/opinion/msnbc-opinion/musk-doge-usaid-congress-republicans-rcna212382,
usaid budget cut,Vanity Fair,Bess Levin,Elon Musk No Longer the Most Hated Man in Washington (Because He’s Leaving),The richest man in the world says goodbye.,"Elon Musks tenure in Washington is coming to an end after just 130 days. On Tuesday, he wrote on X that his scheduled time as a special government employee was over, saying, the @DOGE mission will on… [+3217 chars]",,,2025-05-29T19:06:52Z,https://www.vanityfair.com/news/story/elon-musk-no-longer-the-most-hated-man-in-washington,
usaid budget cut,Nakedcapitalism.com,Yves Smith,Trump’s Liquidation of U.S Global Leadership,Some geopolitical aspects of how Trump's mazimixation of his personal power comes at the expense of the US,"Yves here, It is striking to see the degree to which Trump is all about maximizing his shows of personal power, no matter what it costs the US economically or in terms of international position. What… [+18838 chars]",,,2025-05-27T07:00:05Z,https://www.nakedcapitalism.com/2025/05/trumps-liquidation-of-u-s-global-leadership.html,
usaid budget cut,The Daily Caller,Hailey Gomez,Mike Benz Reveals To Tucker Carlson ‘Worst Of The Worst Offender’ That Government Refuses To Cut,"Mike Benz told Tucker Carlson he believes the ""worst of the worst offenders"" still receiving funding is the National Endowment for Democracy (NED).",Former State Department official Mike Benz told Daily Caller News Foundation co-founder Tucker Carlson on Tuesday that he believes the “worst of the worst offenders” still receiving funding is the Na… [+4209 chars],,,2025-05-28T05:43:12Z,https://dailycaller.com/2025/05/28/mike-benz-tcuker-carlson-offered-government-organization/,
usaid budget cut,Dianeravitch.net,dianeravitch,Glenn Kessler Fact-Checks Marco Rubio’s Claim that No One Died When Foreign Aid Stopped,Glenn Kessler is a professional fact-checker for The Washington Post. He recently reviewed a controversy about the consequences of the Trump administration’s shutdown of USAID. Democrats said that people have died because of the cuts; Secretary of State Marco…,Glenn Kessler is a professional fact-checker for The Washington Post. He recently reviewed a controversy about the consequences of the Trump administrations shutdown of USAID. Democrats said that peo… [+11619 chars],,,2025-06-06T13:00:00Z,https://dianeravitch.net/2025/06/06/glenn-kessler-fact-checks-marco-rubios-claim-that-no-one-died-when-foreign-aid-stopped/,
usaid budget cut,The Week Magazine,"theweekonlineeditors@futurenet.com (The Week US) , The Week US",Musk: What did he achieve in Washington?,"Elon Musk leaves his government job but not after bruising his image, slashing aid and firing thousands","Elon Musk says it was X Æ A-Xii, his 5-year-old son, who gave him the black eye he sported during last week's farewell Oval Office meeting with President Trump. But that bruise was ""an unmistakable m… [+3961 chars]",,,2025-06-09T21:20:56Z,https://theweek.com/politics/musk-achieve-washington,
usaid budget cut,Inside Higher Ed,Elizabeth Redden,Trump’s Trade School Trojan Horse,"Trump’s Trade School Trojan Horse

 


 
Elizabeth Redden

Mon, 06/16/2025 - 03:00 AM

Higher ed must resist attempts to pit one sector against another, Rachel Lipson and Robert Schwartz write.
 
 Byline(s)

 
 Rachel Lipson

 Robert Schwartz","In one of his all-too-frequent rants on Truth Social last month, President Trump posted, I am considering taking Three Billion Dollars of Grant Money away from a very antisemitic Harvard, and giving … [+5054 chars]",,,2025-06-16T07:00:00Z,https://www.insidehighered.com/opinion/views/2025/06/16/dont-fall-trumps-trade-school-trojan-horse-opinion,
usaid budget cut,MSNBC,Hayes Brown,Trump's plan to make Musk's DOGE cuts legal could fail. The backup plan is worse.,President Donald Trump sent Congress a memo Tuesday asking Republicans to sign off on his administration's spending cuts following Elon Musk's DOGE rampage.,President Donald Trump sent Congress a memo Tuesday night asking lawmakers to sign off on his administrations demand for roughly $9.4 billion in immediate spending cuts. If Congress passes that resci… [+5613 chars],,,2025-06-05T10:00:00Z,https://www.msnbc.com/opinion/msnbc-opinion/trump-musk-doge-congress-recission-rcna210903,
usaid budget cut,EURACTIV,Jasper Steinlein,Germany puts shrunken development aid budget to the test,"Germany strives to reshape its development aid program into a system of mutual benefit deals amidst societal backlash, while it urgently needs development aid for its own goals.","With an anti-globalist backlash in parts of German society and wider budget concerns as the economy stagnates, the development aid sector is facing stiff headwinds. Federal minister Reem Alabali-Rado… [+4880 chars]",,,2025-06-02T17:43:47Z,https://www.euractiv.com/section/economy-jobs/news/germany-puts-shrunken-development-aid-budget-to-the-test/,
usaid budget cut,Thegatewaypundit.com,Jordan Conradson,"JUST IN: House Votes to Advance DOGE Cuts to NPR, PBS, and USAID – Final Floor Vote Expected This Week","The House of Representatives has advanced a $9.4 billion spending cut package, proposed by President Trump, to be voted on later this week on the House floor.  This includes cuts to National Public Radio (NPR), Public Broadcasting Service (PBS), and the U.S.
…","The House of Representatives has advanced a $9.4 billion spending cut package, proposed by President Trump, to be voted on later this week on the House floor. 
This includes cuts to National Public … [+1571 chars]",,,2025-06-11T22:30:47Z,https://www.thegatewaypundit.com/2025/06/just-house-votes-advance-doge-cuts-npr-pbs/,
usaid budget cut,Boston Herald,Associated Press,Cuts to USAID severed longstanding American support for Indigenous people around the world,"Without American help, Indigenous people in the Amazon are worried.","By GRAHAM LEE BREWER
NEW YORK (AP) Miguel Guimaraes Vasquez fought for years to protect his homeland in the Peruvian Amazon from deforestation related to the cocaine trade, even laboring under death… [+8305 chars]",,,2025-06-04T15:52:16Z,https://www.bostonherald.com/2025/06/04/indigenous-affairs-doge-cuts/,
usaid budget cut,The Daily Caller,Adam Pack,‘Fire Away’: House Republicans Cheer Action On DOGE Cuts,House Republicans celebrated the White House sending the first legislative package seeking to codify $9.4 billion in DOGE cuts to Congress.,"House Republicans celebrated the White House sending the first legislative package seeking to codify $9.4 billion in Department of Government Efficiency (DOGE) cuts to Congress on Tuesday.
The legis… [+5707 chars]",,,2025-06-04T20:57:39Z,https://dailycaller.com/2025/06/04/republicans-cheer-doge-cuts-rescissions-package/,
usaid budget cut,The Daily Caller,Hailey Gomez,Elon Musk’s Time At DOGE Comes To End,Billionaire Elon Musk announced Wednesday on X that his time working in the Department of Government Efficiency (DOGE) has officially come to an end.,"Billionaire Elon Musk announced Wednesday on X that his time working in the Department of Government Efficiency (DOGE) has officially come to an end.
Shortly after his 2024 election win, President D… [+3893 chars]",,,2025-05-29T02:08:00Z,https://dailycaller.com/2025/05/28/elon-musks-time-doge-end-trump-administration/,
usaid budget cut,The Irish Times,Martin Wall,"Concern Worldwide faces shutdown in some countries amid budget cuts, lost US funding",Irish international humanitarian agency says more jobs at risk,"Irish international aid agency Concern Worldwide has said that it will have to close its operations in some countries and introduce more staff redundancies as a result of budget cuts.
But it has sai… [+5025 chars]",,,2025-06-09T05:00:00Z,https://www.irishtimes.com/ireland/2025/06/09/concern-faces-shutdown-in-some-countries-amid-budget-cuts-and-lost-us-funding/,
usaid budget cut,Thenation.com,Lawrence Lanahan,So Much for Saving the Planet. Climate Careers Evaporate for the Class of 2025.,"Lawrence Lanahan



The Trump administration is disrupting career paths for new graduates hoping to work in climate and sustainability, international aid, public service, and the sciences




The post So Much for Saving the Planet. Climate Careers Evaporate…","The Trump administration is disrupting career paths for new graduates hoping to work in climate and sustainability, international aid, public service, and the sciences
Ad Policy
Ellie Wilmarth in a… [+9749 chars]",,,2025-05-29T04:55:00Z,https://www.thenation.com/?post_type=article&p=557546,
